Passenger_ID,Flight_ID,Price_USD,Travel_Purpose,Seat_Class,Bags_Checked,Check_in_Method,Seat_Selected,Booking_Days_In_Advance,No_Show,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Departure_Date,Departure_Hour,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Delay_Minutes,Weather_Impact,date,Airport,temp,tmin,tmax,prcp,wspd,Route
P8350,F1044,275.57,Leisure,Premium Economy,2,Desk,Window,13,0,Delta,JFK,SFO,2023-07-30 22:35:00,2023-07-30,22:35:00,118,On-time,1196,1,0,2023-07-30,JFK,23.3,18.9,27.2,0.0,20.2,JFK-SFO
P8351,F1866,455.93,Family,Premium Economy,2,Online,Window,116,0,JetBlue,JFK,ATL,2024-03-16 18:57:00,2024-03-16,18:57:00,171,On-time,1484,28,0,2024-03-16,JFK,10.5,6.1,12.8,0.0,18.0,JFK-ATL
P8352,F1967,514.98,Business,Business,1,Airport Kiosk,Aisle,87,0,JetBlue,JFK,DFW,2024-12-16 12:55:00,2024-12-16,12:55:00,306,On-time,1502,18,0,2024-12-16,JFK,7.1,3.9,11.7,25.1,18.0,JFK-DFW
P8353,F1537,267.09,Leisure,Economy,2,Online,Window,103,0,United,DFW,DEN,2024-11-18 12:59:00,2024-11-18,12:59:00,77,On-time,1149,15,0,2024-11-18,DFW,20.4,15.6,23.3,,27.7,DFW-DEN
P8354,F757,360.91,Emergency,Economy,0,Mobile App,Window,50,0,JetBlue,DFW,ORD,2023-12-21 20:18:00,2023-12-21,20:18:00,88,On-time,1552,2,0,2023-12-21,DFW,14.5,13.9,15.6,,14.2,DFW-ORD
P8355,F1830,86.83,Emergency,Business,0,Online,Window,72,0,Delta,LAX,ATL,2025-04-22 09:22:00,2025-04-22,09:22:00,169,On-time,1186,1,0,2025-04-22,LAX,14.5,12.8,17.8,0.0,13.0,LAX-ATL
P8356,F644,333.25,Leisure,Premium Economy,0,Mobile App,Window,60,0,Delta,JFK,SFO,2025-03-11 17:23:00,2025-03-11,17:23:00,277,On-time,913,2,0,2025-03-11,JFK,9.7,2.8,16.7,0.0,14.4,JFK-SFO
P8357,F1621,197.7,Business,Business,1,Online,Window,52,0,United,SFO,LAX,2024-07-15 07:00:00,2024-07-15,07:00:00,193,On-time,1368,1,0,2024-07-15,SFO,16.2,13.3,21.1,0.0,18.0,SFO-LAX
P8358,F854,502.06,Family,Economy,1,Airport Kiosk,Middle,64,0,American Airlines,LAX,DFW,2024-01-04 06:30:00,2024-01-04,06:30:00,165,On-time,799,13,0,2024-01-04,LAX,14.1,11.1,18.3,0.0,15.1,LAX-DFW
P8359,F374,336.97,Leisure,Premium Economy,0,Online,Middle,30,0,American Airlines,SFO,JFK,2024-08-17 03:05:00,2024-08-17,03:05:00,163,On-time,1462,15,0,2024-08-17,SFO,17.9,14.4,22.8,0.0,18.4,SFO-JFK
P8360,F98,565.7,Family,Economy,1,Airport Kiosk,Aisle,74,0,Southwest,DEN,DEN,2023-07-09 16:15:00,2023-07-09,16:15:00,74,On-time,917,19,0,2023-07-09,DEN,19.3,13.9,26.7,0.0,14.0,DEN-DEN
P8361,F761,147.83,Family,First,0,Airport Kiosk,Middle,59,0,Southwest,ORD,SEA,2025-01-10 15:22:00,2025-01-10,15:22:00,121,On-time,1216,10,0,2025-01-10,ORD,-3.9,-6.0,-1.0,3.3,12.6,ORD-SEA
P8362,F1301,429.32,Business,Economy,1,Desk,Window,80,0,Southwest,SEA,SFO,2024-09-30 01:49:00,2024-09-30,01:49:00,162,On-time,1354,4,0,2024-09-30,SEA,13.2,8.9,19.4,0.0,11.9,SEA-SFO
P8363,F1143,284.97,Leisure,Premium Economy,0,Online,Aisle,48,0,Southwest,ATL,LAX,2023-11-16 21:04:00,2023-11-16,21:04:00,248,On-time,1004,4,0,2023-11-16,ATL,15.7,12.2,21.1,0.0,17.6,ATL-LAX
P8364,F1802,428.1,Emergency,Economy,0,Mobile App,Window,63,0,United,JFK,ORD,2023-08-26 16:16:00,2023-08-26,16:16:00,214,On-time,930,10,0,2023-08-26,JFK,23.8,20.6,30.0,2.8,9.7,JFK-ORD
P8365,F1495,489.8,Family,Economy,2,Online,Window,115,0,Southwest,ATL,ORD,2023-11-25 10:43:00,2023-11-25,10:43:00,139,On-time,563,21,0,2023-11-25,ATL,10.7,6.7,15.6,0.0,15.8,ATL-ORD
P8366,F824,470.27,Family,Economy,2,Online,Aisle,62,0,Southwest,LAX,JFK,2025-03-14 06:31:00,2025-03-14,06:31:00,288,Delayed,988,16,0,2025-03-14,LAX,10.2,8.9,11.1,1.0,14.4,LAX-JFK
P8367,F1418,393.96,Family,Business,1,Desk,Aisle,96,0,American Airlines,DFW,LAX,2024-02-29 21:37:00,2024-02-29,21:37:00,267,On-time,943,12,0,2024-02-29,DFW,7.4,5.0,11.7,,13.0,DFW-LAX
P8368,F500,354.87,Business,Economy,1,Airport Kiosk,Aisle,9,0,Southwest,ATL,JFK,2025-04-18 16:54:00,2025-04-18,16:54:00,134,On-time,916,17,0,2025-04-18,ATL,20.4,12.2,28.9,0.0,11.9,ATL-JFK
P8369,F194,364.9,Family,Premium Economy,0,Mobile App,Window,34,0,United,LAX,ORD,2023-11-06 15:44:00,2023-11-06,15:44:00,141,On-time,1126,4,0,2023-11-06,LAX,17.4,14.4,21.7,0.0,9.7,LAX-ORD
P8370,F372,429.94,Emergency,Economy,0,Mobile App,Window,102,0,American Airlines,JFK,SEA,2025-01-06 00:05:00,2025-01-06,00:05:00,61,On-time,1318,12,0,2025-01-06,JFK,-0.4,-4.3,0.6,1.5,16.6,JFK-SEA
P8371,F328,433.94,Business,Economy,1,Mobile App,Aisle,6,0,United,ATL,SEA,2024-03-11 13:24:00,2024-03-11,13:24:00,217,On-time,1286,2,0,2024-03-11,ATL,10.3,3.3,19.4,0.0,10.8,ATL-SEA
P8372,F1676,310.7,Emergency,Premium Economy,0,Desk,Middle,46,0,JetBlue,ATL,SEA,2023-09-09 02:11:00,2023-09-09,02:11:00,231,On-time,1342,30,0,2023-09-09,ATL,24.9,20.6,30.0,0.0,11.9,ATL-SEA
P8373,F563,315.61,Family,Economy,1,Desk,Middle,38,0,Southwest,SEA,SFO,2023-12-06 14:02:00,2023-12-06,14:02:00,193,Cancelled,1274,24,0,2023-12-06,SEA,9.3,7.8,10.0,8.9,6.1,SEA-SFO
P8374,F1497,384.36,Leisure,Business,1,Online,Middle,117,0,JetBlue,ORD,SEA,2023-07-10 08:14:00,2023-07-10,08:14:00,69,On-time,613,15,1,2023-07-10,ORD,24.8,18.3,30.6,0.0,14.4,ORD-SEA
P8375,F1981,388.39,Leisure,Business,3,Online,Window,118,0,JetBlue,DFW,ORD,2023-08-25 17:54:00,2023-08-25,17:54:00,305,On-time,1601,4,0,2023-08-25,DFW,35.9,30.0,42.2,0.0,9.4,DFW-ORD
P8376,F1844,183.62,Emergency,Economy,0,Mobile App,Aisle,48,1,JetBlue,ATL,ATL,2023-07-09 13:15:00,2023-07-09,13:15:00,123,On-time,1271,12,0,2023-07-09,ATL,27.3,21.7,32.8,4.8,14.8,ATL-ATL
P8377,F215,330.61,Family,Economy,0,Airport Kiosk,Aisle,39,0,Delta,LAX,DFW,2024-01-30 02:16:00,2024-01-30,02:16:00,218,On-time,2558,7,0,2024-01-30,LAX,15.8,11.1,22.2,0.0,10.4,LAX-DFW
P8378,F1011,272.76,Leisure,Economy,0,Mobile App,Window,27,0,American Airlines,LAX,SEA,2025-02-28 21:39:00,2025-02-28,21:39:00,243,On-time,1491,8,0,2025-02-28,LAX,17.2,12.2,20.6,0.0,13.7,LAX-SEA
P8379,F1015,354.39,Business,Economy,0,Airport Kiosk,Window,27,0,American Airlines,LAX,SFO,2024-06-13 07:10:00,2024-06-13,07:10:00,132,On-time,968,13,0,2024-06-13,LAX,17.0,15.0,20.6,0.0,15.8,LAX-SFO
P8380,F1420,390.37,Family,Economy,0,Mobile App,Middle,88,0,JetBlue,JFK,DFW,2023-10-08 06:53:00,2023-10-08,06:53:00,210,On-time,1163,7,0,2023-10-08,JFK,13.2,10.0,16.1,0.0,29.2,JFK-DFW
P8381,F318,402.75,Leisure,Economy,3,Airport Kiosk,Aisle,67,0,United,SEA,JFK,2024-11-17 10:49:00,2024-11-17,10:49:00,60,On-time,1076,12,0,2024-11-17,SEA,7.7,4.4,9.4,0.8,25.6,SEA-JFK
P8382,F1317,559.85,Emergency,Economy,0,Online,Aisle,27,0,Southwest,ATL,DFW,2023-09-09 11:16:00,2023-09-09,11:16:00,162,Delayed,1359,4,0,2023-09-09,ATL,24.9,20.6,30.0,0.0,11.9,ATL-DFW
P8383,F1507,454.24,Family,Premium Economy,0,Online,Aisle,51,0,Southwest,SEA,JFK,2024-11-16 14:25:00,2024-11-16,14:25:00,334,On-time,1096,1,0,2024-11-16,SEA,4.6,2.2,7.8,5.6,13.0,SEA-JFK
P8384,F654,394.32,Leisure,Premium Economy,1,Mobile App,Window,75,0,American Airlines,DFW,SEA,2023-05-07 12:48:00,2023-05-07,12:48:00,113,On-time,1225,18,0,2023-05-07,DFW,24.5,20.0,30.6,,23.5,DFW-SEA
P8385,F1125,116.28,Business,Economy,2,Online,Window,109,0,JetBlue,DEN,ORD,2024-08-29 14:26:00,2024-08-29,14:26:00,78,On-time,964,14,0,2024-08-29,DEN,24.2,15.6,30.0,0.0,17.3,DEN-ORD
P8386,F1133,144.46,Business,First,1,Desk,Middle,64,0,JetBlue,LAX,SFO,2024-08-11 09:39:00,2024-08-11,09:39:00,118,Cancelled,1690,2,0,2024-08-11,LAX,21.6,18.9,25.6,0.0,10.8,LAX-SFO
P8387,F450,330.32,Business,Economy,0,Airport Kiosk,Window,46,0,American Airlines,ATL,SFO,2024-09-24 19:34:00,2024-09-24,19:34:00,122,On-time,1096,3,0,2024-09-24,ATL,28.2,23.3,33.9,0.0,10.1,ATL-SFO
P8388,F648,403.76,Family,Economy,1,Desk,Aisle,58,0,American Airlines,LAX,LAX,2023-07-22 14:52:00,2023-07-22,14:52:00,55,On-time,1421,3,0,2023-07-22,LAX,19.4,17.2,23.3,0.0,11.5,LAX-LAX
P8389,F1409,381.69,Leisure,Economy,1,Mobile App,Window,5,0,Delta,SEA,LAX,2024-09-08 20:55:00,2024-09-08,20:55:00,167,On-time,697,17,0,2024-09-08,SEA,19.1,14.4,23.9,0.0,11.5,SEA-LAX
P8390,F636,364.16,Emergency,Economy,0,Online,Middle,16,0,JetBlue,SEA,DEN,2025-02-15 22:43:00,2025-02-15,22:43:00,173,On-time,1277,5,0,2025-02-15,SEA,3.9,2.8,6.1,1.5,9.4,SEA-DEN
P8391,F306,449.97,Business,Premium Economy,2,Airport Kiosk,Aisle,105,0,American Airlines,SEA,JFK,2025-04-11 09:52:00,2025-04-11,09:52:00,258,On-time,1182,16,0,2025-04-11,SEA,9.1,5.6,12.8,0.0,12.2,SEA-JFK
P8392,F1971,492.07,Leisure,Economy,0,Airport Kiosk,Middle,38,0,JetBlue,JFK,SFO,2023-05-28 08:16:00,2023-05-28,08:16:00,176,On-time,1310,0,0,2023-05-28,JFK,17.1,12.8,21.7,0.0,13.0,JFK-SFO
P8393,F1857,421.41,Business,Economy,0,Airport Kiosk,Aisle,71,0,United,DFW,SFO,2024-03-28 15:35:00,2024-03-28,15:35:00,266,On-time,905,4,0,2024-03-28,DFW,14.6,6.7,22.8,0.0,13.4,DFW-SFO
P8394,F1036,352.74,Leisure,Economy,0,Mobile App,Middle,103,0,Southwest,DFW,ATL,2025-04-18 01:08:00,2025-04-18,01:08:00,179,On-time,925,28,0,2025-04-18,DFW,24.7,20.6,29.4,0.0,32.6,DFW-ATL
P8395,F232,373.33,Emergency,Economy,1,Desk,Window,111,0,United,SEA,DEN,2024-07-21 20:44:00,2024-07-21,20:44:00,254,On-time,1332,3,0,2024-07-21,SEA,21.4,15.0,25.0,0.0,9.7,SEA-DEN
P8396,F683,425.46,Leisure,Economy,0,Airport Kiosk,Aisle,71,0,Southwest,LAX,JFK,2024-11-18 09:48:00,2024-11-18,09:48:00,118,Delayed,1223,7,0,2024-11-18,LAX,13.4,8.3,18.3,0.0,10.8,LAX-JFK
P8397,F1464,226.49,Family,Economy,1,Desk,Middle,33,0,American Airlines,JFK,ORD,2023-12-23 07:42:00,2023-12-23,07:42:00,159,On-time,879,2,1,2023-12-23,JFK,1.7,-2.1,6.1,0.0,9.0,JFK-ORD
P8398,F744,498.79,Leisure,Economy,0,Mobile App,Aisle,37,0,Delta,LAX,JFK,2024-10-15 18:08:00,2024-10-15,18:08:00,116,On-time,2045,12,0,2024-10-15,LAX,18.4,17.2,21.7,0.0,9.0,LAX-JFK
P8399,F103,230.2,Leisure,Premium Economy,1,Online,Aisle,19,0,American Airlines,DEN,ORD,2025-03-01 23:20:00,2025-03-01,23:20:00,197,On-time,1580,5,0,2025-03-01,DEN,6.8,-1.0,17.8,0.0,16.2,DEN-ORD
P8400,F1788,277.72,Family,Economy,1,Online,Middle,104,1,United,DEN,JFK,2024-09-18 07:37:00,2024-09-18,07:37:00,237,On-time,1544,3,0,2024-09-18,DEN,18.3,8.3,29.4,0.0,10.8,DEN-JFK
P8401,F1109,393.88,Family,Premium Economy,1,Online,Window,25,0,Southwest,LAX,LAX,2024-08-19 03:50:00,2024-08-19,03:50:00,219,On-time,1589,18,0,2024-08-19,LAX,21.7,18.3,26.1,0.0,11.2,LAX-LAX
P8402,F725,385.79,Leisure,First,1,Mobile App,Window,24,0,JetBlue,JFK,ORD,2024-12-13 21:16:00,2024-12-13,21:16:00,204,On-time,1793,5,0,2024-12-13,JFK,0.2,-2.7,2.8,0.0,18.4,JFK-ORD
P8403,F836,501.55,Emergency,First,1,Mobile App,Middle,30,0,JetBlue,SEA,ATL,2025-02-05 01:53:00,2025-02-05,01:53:00,274,On-time,982,29,0,2025-02-05,SEA,0.9,-1.6,3.9,2.3,13.3,SEA-ATL
P8404,F1889,527.29,Family,Economy,0,Mobile App,Middle,0,0,Delta,SFO,ATL,2023-07-14 05:57:00,2023-07-14,05:57:00,214,On-time,810,3,0,2023-07-14,SFO,16.8,12.8,24.4,0.0,22.0,SFO-ATL
P8405,F1482,126.17,Emergency,Economy,2,Online,Window,118,0,Delta,JFK,DFW,2024-08-09 04:39:00,2024-08-09,04:39:00,100,On-time,830,38,0,2024-08-09,JFK,24.6,22.8,28.3,6.6,31.7,JFK-DFW
P8406,F248,364.65,Family,Economy,0,Mobile App,Aisle,84,0,American Airlines,DFW,DFW,2023-12-15 09:08:00,2023-12-15,09:08:00,166,On-time,1076,21,0,2023-12-15,DFW,12.4,8.9,15.6,,15.8,DFW-DFW
P8407,F801,382.81,Family,Economy,1,Airport Kiosk,Aisle,65,0,United,LAX,JFK,2023-09-30 10:35:00,2023-09-30,10:35:00,249,Delayed,699,20,1,2023-09-30,LAX,18.5,16.7,20.6,0.0,16.9,LAX-JFK
P8408,F1414,375.82,Business,Economy,1,Online,Window,6,0,Delta,DFW,JFK,2024-02-26 08:20:00,2024-02-26,08:20:00,181,Cancelled,725,19,0,2024-02-26,DFW,23.7,14.4,33.9,0.0,22.8,DFW-JFK
P8409,F334,497.7,Emergency,Economy,0,Airport Kiosk,Middle,84,0,American Airlines,ATL,ORD,2025-01-17 13:58:00,2025-01-17,13:58:00,241,Delayed,1654,24,0,2025-01-17,ATL,8.0,1.1,15.6,0.0,9.4,ATL-ORD
P8410,F1354,340.43,Leisure,Economy,0,Mobile App,Aisle,51,0,United,DEN,DEN,2024-05-21 08:34:00,2024-05-21,08:34:00,232,On-time,1093,4,0,2024-05-21,DEN,10.1,5.6,16.1,4.8,15.5,DEN-DEN
P8411,F1858,515.47,Leisure,Economy,0,Airport Kiosk,Window,116,0,Southwest,ORD,SFO,2024-05-13 15:07:00,2024-05-13,15:07:00,282,On-time,924,12,1,2024-05-13,ORD,22.4,16.7,27.2,3.0,13.7,ORD-SFO
P8412,F1539,289.25,Leisure,First,0,Online,Window,101,0,American Airlines,SEA,ORD,2024-02-16 15:15:00,2024-02-16,15:15:00,200,On-time,1294,7,0,2024-02-16,SEA,5.1,1.1,10.0,0.0,16.9,SEA-ORD
P8413,F1725,467.9,Emergency,Economy,1,Airport Kiosk,Aisle,32,0,Southwest,LAX,ORD,2025-03-07 09:21:00,2025-03-07,09:21:00,187,On-time,1661,13,1,2025-03-07,LAX,10.9,7.8,15.6,0.0,18.4,LAX-ORD
P8414,F1305,219.82,Emergency,Economy,0,Desk,Aisle,55,0,American Airlines,SEA,ATL,2024-05-22 22:42:00,2024-05-22,22:42:00,110,On-time,681,4,0,2024-05-22,SEA,10.4,7.8,15.6,0.0,13.0,SEA-ATL
P8415,F77,403.98,Business,Business,1,Airport Kiosk,Middle,22,0,JetBlue,DEN,ORD,2024-01-28 05:32:00,2024-01-28,05:32:00,217,Delayed,913,1,1,2024-01-28,DEN,4.3,-1.6,15.6,0.0,15.1,DEN-ORD
P8416,F1192,278.34,Family,Economy,0,Mobile App,Aisle,32,0,United,DFW,ORD,2023-07-05 05:11:00,2023-07-05,05:11:00,276,On-time,1295,14,0,2023-07-05,DFW,31.7,26.7,36.1,0.0,17.8,DFW-ORD
P8417,F963,385.95,Family,Economy,3,Desk,Middle,7,1,Delta,ORD,DEN,2024-09-28 12:15:00,2024-09-28,12:15:00,129,On-time,1329,0,0,2024-09-28,ORD,20.5,18.3,22.2,0.0,28.4,ORD-DEN
P8418,F1313,536.24,Family,Economy,2,Airport Kiosk,Aisle,64,0,Southwest,DFW,SEA,2024-02-16 08:00:00,2024-02-16,08:00:00,92,On-time,768,11,1,2024-02-16,DFW,15.0,6.1,21.7,0.0,27.1,DFW-SEA
P8419,F597,461.88,Business,Premium Economy,0,Mobile App,Aisle,25,0,Delta,DEN,DEN,2024-11-10 16:22:00,2024-11-10,16:22:00,162,On-time,1551,0,0,2024-11-10,DEN,4.8,1.7,8.9,0.0,22.3,DEN-DEN
P8420,F966,413.89,Emergency,Business,0,Airport Kiosk,Middle,4,0,United,SFO,SFO,2024-08-21 07:00:00,2024-08-21,07:00:00,236,On-time,1520,28,0,2024-08-21,SFO,16.9,13.3,21.7,0.0,22.7,SFO-SFO
P8421,F888,384.16,Family,Business,0,Desk,Window,61,0,JetBlue,ORD,JFK,2023-08-06 21:18:00,2023-08-06,21:18:00,238,On-time,959,6,0,2023-08-06,ORD,21.0,18.9,22.8,0.3,18.7,ORD-JFK
P8422,F440,446.24,Business,Economy,0,Mobile App,Window,32,1,JetBlue,SFO,SFO,2024-03-31 22:23:00,2024-03-31,22:23:00,252,On-time,1354,18,0,2024-03-31,SFO,13.2,10.0,18.3,0.0,12.6,SFO-SFO
P8423,F323,352.8,Emergency,Economy,0,Airport Kiosk,Middle,27,0,United,DEN,ORD,2023-05-26 22:49:00,2023-05-26,22:49:00,197,On-time,1226,7,0,2023-05-26,DEN,15.3,10.0,24.4,11.4,15.5,DEN-ORD
P8424,F23,221.22,Leisure,Economy,1,Airport Kiosk,Middle,7,0,Southwest,SFO,ORD,2023-09-15 15:51:00,2023-09-15,15:51:00,185,On-time,1105,2,0,2023-09-15,SFO,18.6,16.1,22.8,0.0,14.8,SFO-ORD
P8425,F1112,259.2,Emergency,Economy,0,Desk,Window,37,0,Delta,SFO,SFO,2024-10-04 12:59:00,2024-10-04,12:59:00,247,On-time,1610,0,1,2024-10-04,SFO,19.0,14.4,27.8,0.0,15.1,SFO-SFO
P8426,F435,237.01,Leisure,Business,1,Online,Middle,50,0,Southwest,DFW,JFK,2024-06-05 05:51:00,2024-06-05,05:51:00,170,On-time,1256,6,0,2024-06-05,DFW,26.1,20.0,32.2,,15.6,DFW-JFK
P8427,F1556,235.17,Emergency,Premium Economy,0,Airport Kiosk,Middle,99,0,JetBlue,SEA,JFK,2024-11-16 05:19:00,2024-11-16,05:19:00,135,On-time,965,4,0,2024-11-16,SEA,4.6,2.2,7.8,5.6,13.0,SEA-JFK
P8428,F400,196.17,Business,Economy,1,Mobile App,Window,85,0,American Airlines,DEN,DFW,2024-12-23 01:28:00,2024-12-23,01:28:00,72,On-time,1129,21,0,2024-12-23,DEN,7.1,2.2,11.1,0.0,9.4,DEN-DFW
P8429,F1001,377.99,Leisure,Premium Economy,0,Desk,Aisle,96,0,United,DFW,SFO,2025-01-15 18:17:00,2025-01-15,18:17:00,168,On-time,1251,1,0,2025-01-15,DFW,7.5,0.6,16.1,0.0,7.9,DFW-SFO
P8430,F1372,292.2,Business,Economy,0,Mobile App,Window,20,0,American Airlines,ATL,SFO,2023-09-04 07:10:00,2023-09-04,07:10:00,210,On-time,1328,6,0,2023-09-04,ATL,26.4,20.6,32.8,0.0,4.7,ATL-SFO
P8431,F1804,298.79,Emergency,First,2,Online,Window,10,1,Delta,LAX,LAX,2024-04-05 23:03:00,2024-04-05,23:03:00,151,On-time,1509,33,0,2024-04-05,LAX,11.2,7.2,14.4,2.0,22.7,LAX-LAX
P8432,F1249,394.3,Business,Economy,1,Mobile App,Middle,65,0,Southwest,ORD,LAX,2024-02-20 15:37:00,2024-02-20,15:37:00,216,On-time,1525,9,1,2024-02-20,ORD,5.4,-1.6,13.9,0.0,14.8,ORD-LAX
P8433,F1083,343.64,Emergency,Premium Economy,1,Online,Middle,0,0,United,DEN,SFO,2023-05-18 02:48:00,2023-05-18,02:48:00,96,On-time,1689,73,0,2023-05-18,DEN,15.5,10.6,19.4,4.8,12.2,DEN-SFO
P8434,F1500,241.63,Leisure,Economy,0,Online,Aisle,76,0,Southwest,ORD,DFW,2023-09-14 12:35:00,2023-09-14,12:35:00,172,On-time,1392,1,0,2023-09-14,ORD,17.2,11.7,23.3,0.0,6.5,ORD-DFW
P8435,F1831,324.17,Business,Economy,1,Mobile App,Aisle,1,0,American Airlines,ORD,DFW,2023-05-06 20:07:00,2023-05-06,20:07:00,198,On-time,1022,10,0,2023-05-06,ORD,19.5,15.0,25.6,0.3,19.1,ORD-DFW
P8436,F983,350.1,Family,Premium Economy,1,Online,Middle,114,0,United,SEA,ATL,2024-08-15 18:30:00,2024-08-15,18:30:00,171,On-time,831,6,0,2024-08-15,SEA,19.1,14.4,23.3,0.0,12.6,SEA-ATL
P8437,F1548,226.68,Leisure,Premium Economy,1,Desk,Window,16,0,American Airlines,ORD,ATL,2024-06-14 04:26:00,2024-06-14,04:26:00,130,On-time,526,5,0,2024-06-14,ORD,25.2,15.6,30.0,0.0,14.0,ORD-ATL
P8438,F1265,422.35,Leisure,Economy,1,Mobile App,Middle,101,0,JetBlue,DEN,ATL,2024-12-12 17:30:00,2024-12-12,17:30:00,95,Delayed,1133,9,1,2024-12-12,DEN,3.1,-6.0,12.2,0.0,13.3,DEN-ATL
P8439,F800,222.48,Family,Premium Economy,1,Online,Window,53,0,JetBlue,DFW,SEA,2024-05-10 00:31:00,2024-05-10,00:31:00,100,On-time,805,10,0,2024-05-10,DFW,22.8,17.8,28.3,0.0,17.9,DFW-SEA
P8440,F915,208.11,Family,Business,1,Airport Kiosk,Middle,115,0,Delta,SFO,SEA,2024-01-07 09:23:00,2024-01-07,09:23:00,160,On-time,1077,35,0,2024-01-07,SFO,9.3,3.9,13.3,0.0,10.1,SFO-SEA
P8441,F669,437.07,Business,Economy,2,Airport Kiosk,Window,34,0,Southwest,SFO,SFO,2023-09-09 22:37:00,2023-09-09,22:37:00,167,On-time,1891,2,0,2023-09-09,SFO,17.3,13.9,23.3,0.0,21.2,SFO-SFO
P8442,F1104,463.96,Emergency,Business,1,Online,Middle,119,0,American Airlines,SFO,ORD,2025-03-24 07:35:00,2025-03-24,07:35:00,209,Delayed,1142,5,1,2025-03-24,SFO,13.9,10.0,24.4,0.0,4.3,SFO-ORD
P8443,F663,438.03,Family,Premium Economy,1,Mobile App,Middle,3,0,JetBlue,DEN,SEA,2023-08-08 01:06:00,2023-08-08,01:06:00,256,Delayed,850,9,0,2023-08-08,DEN,19.4,12.2,28.9,0.0,15.1,DEN-SEA
P8444,F1425,340.93,Leisure,Economy,1,Online,Aisle,66,0,Delta,SEA,JFK,2023-11-03 18:26:00,2023-11-03,18:26:00,65,Cancelled,1257,25,0,2023-11-03,SEA,11.6,8.9,14.4,8.4,8.3,SEA-JFK
P8445,F1576,142.03,Business,Premium Economy,1,Online,Middle,106,0,Delta,LAX,SFO,2023-08-04 12:59:00,2023-08-04,12:59:00,174,On-time,1397,14,0,2023-08-04,LAX,20.6,17.2,24.4,0.0,12.2,LAX-SFO
P8446,F1065,282.7,Business,Premium Economy,0,Online,Aisle,61,0,United,ORD,ORD,2024-02-02 04:26:00,2024-02-02,04:26:00,92,On-time,1283,5,0,2024-02-02,ORD,3.3,-0.5,5.6,0.0,16.6,ORD-ORD
P8447,F890,427.64,Family,First,1,Mobile App,Aisle,82,0,American Airlines,ATL,JFK,2023-07-20 17:43:00,2023-07-20,17:43:00,226,On-time,1229,3,0,2023-07-20,ATL,29.8,23.3,35.6,0.0,14.4,ATL-JFK
P8448,F1634,491.32,Family,Economy,0,Online,Aisle,79,0,American Airlines,DEN,LAX,2023-10-01 22:53:00,2023-10-01,22:53:00,189,Cancelled,398,5,0,2023-10-01,DEN,22.3,14.4,30.0,0.0,31.0,DEN-LAX
P8449,F816,214.66,Family,Premium Economy,1,Mobile App,Aisle,50,1,Southwest,DEN,SFO,2023-09-11 09:06:00,2023-09-11,09:06:00,227,On-time,1438,22,1,2023-09-11,DEN,14.8,10.0,21.7,0.8,9.4,DEN-SFO
P8450,F763,424.32,Emergency,Economy,2,Airport Kiosk,Middle,107,0,Delta,SEA,DEN,2023-09-26 02:07:00,2023-09-26,02:07:00,166,On-time,1009,22,0,2023-09-26,SEA,13.5,10.6,18.3,15.2,14.8,SEA-DEN
P8451,F431,203.53,Family,Economy,4,Online,Aisle,112,1,Southwest,ORD,SFO,2024-10-20 10:55:00,2024-10-20,10:55:00,219,On-time,1302,3,0,2024-10-20,ORD,16.7,10.6,26.1,0.0,15.1,ORD-SFO
P8452,F625,183.74,Emergency,Economy,1,Mobile App,Window,106,0,United,LAX,LAX,2024-10-28 06:55:00,2024-10-28,06:55:00,212,On-time,692,21,0,2024-10-28,LAX,18.2,13.9,20.0,0.0,12.2,LAX-LAX
P8453,F1184,373.33,Emergency,Economy,0,Mobile App,Middle,58,0,American Airlines,LAX,DFW,2023-09-20 04:45:00,2023-09-20,04:45:00,290,On-time,1105,3,1,2023-09-20,LAX,19.9,18.3,22.8,0.0,12.2,LAX-DFW
P8454,F738,282.24,Leisure,Business,0,Online,Aisle,83,0,JetBlue,LAX,SEA,2024-06-03 02:28:00,2024-06-03,02:28:00,172,Delayed,1095,11,0,2024-06-03,LAX,16.6,14.4,20.0,0.0,10.8,LAX-SEA
P8455,F913,365.76,Family,Premium Economy,2,Airport Kiosk,Window,60,0,United,ATL,ATL,2025-04-11 17:28:00,2025-04-11,17:28:00,94,On-time,1395,22,0,2025-04-11,ATL,14.8,10.0,20.0,0.3,19.1,ATL-ATL
P8456,F1234,274.31,Business,Premium Economy,3,Airport Kiosk,Middle,50,0,American Airlines,ATL,SFO,2024-03-26 08:29:00,2024-03-26,08:29:00,139,On-time,1288,1,1,2024-03-26,ATL,15.2,11.7,16.7,18.3,18.4,ATL-SFO
P8457,F588,295.77,Emergency,Economy,1,Desk,Aisle,105,0,JetBlue,SEA,LAX,2024-06-21 17:01:00,2024-06-21,17:01:00,220,Delayed,1622,5,1,2024-06-21,SEA,22.1,14.4,30.0,0.0,8.3,SEA-LAX
P8458,F1280,231.52,Family,Economy,3,Online,Aisle,7,0,JetBlue,SEA,DEN,2023-05-28 02:26:00,2023-05-28,02:26:00,40,On-time,1439,6,0,2023-05-28,SEA,13.2,8.9,17.8,0.0,7.9,SEA-DEN
