Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected
P9491,F314,American Airlines,JFK,DEN,24/08/2024 16:03,131,On-time,573,326.22,25,Female,Medium,Business,Business,1,None,Airport Kiosk,7.9,5,65,0,0,Aisle
P9492,F1338,United,JFK,DFW,17/10/2023 23:31,145,Delayed,1609,330.56,27,Male,Medium,Business,Business,1,Platinum,Desk,5.5,2,39,0,0,Middle
P9493,F1566,Southwest,DEN,SFO,25/08/2024 5:13,249,On-time,798,356.58,27,Male,Medium,Family,Premium Economy,1,None,Online,8.6,9,115,0,0,Window
P9494,F558,United,DEN,ATL,25/11/2024 23:37,262,On-time,912,269.98,63,Male,Low,Family,Economy,4,None,Desk,5.4,10,5,0,0,Middle
P9495,F344,American Airlines,ORD,ORD,15/09/2024 9:45,107,On-time,1448,184.55,45,Female,High,Leisure,Business,1,Silver,Desk,8.1,2,75,1,0,Aisle
P9496,F960,American Airlines,ORD,JFK,25/06/2023 12:33,195,On-time,719,471.98,64,Male,High,Emergency,Economy,2,Silver,Airport Kiosk,5.8,3,70,0,0,Window
P9497,F501,United,ORD,ATL,20/08/2024 17:09,270,On-time,1183,197.37,24,Male,Medium,Emergency,Economy,0,Silver,Airport Kiosk,9.2,3,93,0,0,Aisle
P9498,F946,Southwest,ORD,DFW,05/09/2024 15:54,275,Delayed,614,410.84,59,Female,Medium,Family,Business,3,Silver,Mobile App,5.4,1,102,0,0,Window
P9499,F1631,United,LAX,SEA,10/07/2023 2:50,158,Delayed,935,465.5,21,Female,Medium,Leisure,First,1,Platinum,Desk,6.2,3,29,0,0,Window
P9500,F1939,American Airlines,DFW,JFK,13/09/2024 1:27,190,On-time,1089,92.57,73,Female,Medium,Business,Premium Economy,0,None,Desk,10,0,59,0,1,Middle
P9501,F1074,Southwest,SFO,LAX,31/03/2025 7:33,176,On-time,725,320.56,21,Female,Low,Leisure,Economy,0,Silver,Desk,8.2,7,96,0,0,Middle
P9502,F25,JetBlue,JFK,LAX,04/08/2023 5:45,248,On-time,1400,495.31,37,Female,Low,Leisure,Economy,0,None,Mobile App,8.6,58,11,0,0,Window
P9503,F511,United,ATL,JFK,17/04/2025 10:47,179,On-time,1004,292.77,40,Male,High,Emergency,Economy,3,None,Mobile App,7.4,5,35,0,0,Aisle
P9504,F1408,United,LAX,JFK,14/12/2023 19:14,243,Cancelled,1950,242.05,29,Male,Medium,Family,Business,0,None,Airport Kiosk,8.1,12,37,0,0,Aisle
P9505,F73,American Airlines,LAX,SEA,06/06/2023 8:27,116,On-time,1170,668.83,50,Male,High,Emergency,Premium Economy,0,None,Airport Kiosk,9.8,1,95,0,1,Window
P9506,F103,JetBlue,SEA,LAX,21/04/2025 8:02,150,Cancelled,1384,253.02,74,Male,Medium,Emergency,Premium Economy,2,None,Online,7.3,12,70,0,0,Window
P9507,F1177,JetBlue,LAX,SFO,15/04/2024 23:34,170,On-time,1139,319.89,22,Male,Low,Family,Economy,0,None,Online,7.8,0,106,0,0,Aisle
P9508,F1627,Delta,LAX,LAX,09/10/2023 1:45,181,On-time,782,389.58,64,Female,Medium,Leisure,Premium Economy,0,Platinum,Desk,7.4,3,43,0,0,Window
P9509,F42,Delta,LAX,DEN,07/04/2025 18:11,246,On-time,1514,270.35,47,Male,High,Leisure,Economy,1,None,Desk,9.1,29,66,0,0,Aisle
P9510,F945,American Airlines,LAX,JFK,04/03/2024 23:08,120,On-time,1260,353.32,73,Male,Medium,Emergency,Economy,0,None,Airport Kiosk,6.4,1,111,0,0,Aisle
P9511,F1069,American Airlines,DFW,DEN,29/12/2024 8:03,177,On-time,1294,470.15,60,Male,Low,Business,Economy,0,None,Mobile App,6.3,8,86,0,0,Window
P9512,F480,JetBlue,SEA,SFO,14/01/2024 2:06,166,On-time,1717,114.29,26,Female,Medium,Leisure,Economy,0,Silver,Desk,5.9,0,67,0,0,Aisle
P9513,F7,Southwest,SEA,ORD,28/11/2024 11:27,112,On-time,605,306.15,60,Female,Medium,Business,Business,2,Platinum,Mobile App,6.3,54,80,0,0,Middle
P9514,F1889,American Airlines,DFW,ORD,28/11/2024 10:26,169,Delayed,1320,483.48,65,Female,High,Leisure,Economy,0,None,Airport Kiosk,4.5,22,39,0,1,Window
P9515,F1038,Southwest,SFO,ATL,11/03/2025 17:12,154,On-time,1179,280.83,74,Male,Medium,Emergency,Economy,2,Silver,Online,5.8,5,7,0,0,Aisle
P9516,F509,American Airlines,ATL,DFW,09/07/2023 21:59,239,On-time,1172,275.56,71,Female,Medium,Family,Premium Economy,2,Silver,Desk,5.8,5,116,0,1,Aisle
P9517,F1188,United,DEN,SFO,20/03/2024 14:20,259,On-time,1306,254.5,73,Male,Low,Family,Premium Economy,0,Platinum,Online,7.3,3,59,0,0,Middle
P9518,F1745,American Airlines,DEN,SEA,11/03/2024 23:14,86,Delayed,916,110.72,39,Female,Medium,Leisure,Economy,2,None,Desk,5.5,7,103,0,0,Middle
P9519,F885,American Airlines,ORD,SFO,10/12/2023 8:54,241,On-time,1084,306,36,Female,Low,Leisure,Economy,1,Gold,Mobile App,8.6,1,22,0,0,Middle
P9520,F1203,American Airlines,DFW,ATL,31/10/2023 8:59,386,On-time,764,416.95,22,Female,Medium,Emergency,Premium Economy,0,Platinum,Airport Kiosk,6.2,1,111,0,0,Middle
P9521,F537,Delta,JFK,JFK,30/03/2025 16:34,114,On-time,1595,394.01,45,Male,High,Family,Economy,4,Gold,Mobile App,9.3,15,73,1,0,Aisle
P9522,F1842,JetBlue,LAX,SEA,04/10/2024 5:05,208,Delayed,1289,321.4,57,Female,Low,Leisure,Economy,0,None,Desk,7,5,34,0,0,Middle
P9523,F404,JetBlue,JFK,DEN,10/08/2024 8:47,253,On-time,1234,314.7,56,Male,High,Emergency,Premium Economy,3,Silver,Desk,6.3,6,50,0,0,Window
P9524,F282,Southwest,ORD,SEA,30/05/2024 12:59,253,Delayed,1049,553.04,45,Female,Medium,Leisure,Economy,1,Silver,Desk,6.2,1,98,0,0,Aisle
P9525,F946,JetBlue,SEA,DEN,09/09/2024 23:45,223,On-time,1002,324.22,62,Male,Medium,Business,Economy,1,Silver,Mobile App,6.6,5,98,0,0,Aisle
P9526,F1590,American Airlines,SEA,SFO,19/05/2024 20:50,171,On-time,1706,179.5,78,Male,High,Leisure,First,0,None,Desk,6.1,11,96,0,0,Window
P9527,F1056,American Airlines,SEA,SEA,11/10/2023 9:42,93,On-time,1128,341.79,45,Male,Medium,Family,Economy,0,None,Desk,9.2,12,112,0,0,Window
P9528,F664,JetBlue,DFW,ORD,14/01/2025 1:32,255,Delayed,1439,431.47,54,Female,Low,Family,Economy,2,None,Desk,9.1,12,99,0,0,Window
P9529,F1070,Southwest,LAX,DFW,30/01/2025 11:43,178,On-time,1342,258.82,24,Female,Low,Emergency,Premium Economy,0,None,Online,6,5,18,0,0,Window
P9530,F1466,Delta,SFO,LAX,11/11/2024 16:33,275,On-time,1022,457.42,69,Male,Medium,Emergency,Economy,0,Silver,Desk,4.1,4,45,0,0,Middle
P9531,F63,JetBlue,LAX,LAX,16/09/2023 13:36,240,On-time,1410,291.74,33,Female,High,Business,Economy,0,Platinum,Mobile App,4.9,14,94,1,0,Window
P9532,F1094,JetBlue,DFW,DEN,28/06/2024 1:47,104,On-time,1342,435.34,18,Male,Medium,Business,Premium Economy,1,Platinum,Desk,9.6,6,73,0,0,Window
P9533,F1525,Southwest,DFW,SEA,28/09/2023 6:03,238,On-time,1230,301.73,70,Female,Medium,Family,Economy,0,Gold,Mobile App,7.4,3,24,0,0,Middle
P9534,F1916,Southwest,ATL,ORD,05/08/2023 21:43,140,On-time,1507,408.66,68,Male,Low,Emergency,Economy,0,None,Desk,6.6,11,87,1,0,Aisle
P9535,F109,American Airlines,JFK,SEA,02/12/2023 9:35,166,On-time,1473,454.48,25,Male,Medium,Family,First,1,None,Mobile App,9.6,0,29,0,0,Middle
P9536,F1369,American Airlines,ATL,SFO,07/10/2024 17:19,228,On-time,1506,277.17,53,Female,Low,Leisure,Economy,1,None,Desk,6.2,7,89,0,0,Aisle
P9537,F1248,United,SEA,DFW,01/12/2024 8:23,82,On-time,1372,263.75,62,Male,Medium,Family,Economy,3,None,Desk,7.7,5,45,0,1,Window
P9538,F375,Southwest,SEA,ORD,13/10/2024 4:43,84,On-time,1299,442.97,31,Female,Medium,Business,Premium Economy,1,None,Desk,6.6,14,75,1,1,Aisle
P9539,F1701,JetBlue,SEA,LAX,23/02/2024 22:32,140,On-time,1155,323.4,65,Female,Medium,Family,Premium Economy,3,None,Online,8.4,2,83,1,0,Middle
P9540,F606,United,ATL,SEA,30/08/2024 20:17,160,Delayed,1294,363.57,21,Male,Medium,Business,Economy,0,Platinum,Online,9.9,1,5,0,0,Middle
P9541,F1581,JetBlue,JFK,DEN,23/07/2023 2:31,189,On-time,1117,481.61,78,Male,Low,Business,Economy,0,None,Mobile App,7.4,4,13,0,0,Aisle
P9542,F171,American Airlines,SFO,LAX,26/08/2023 23:31,201,On-time,749,323.91,54,Female,Medium,Leisure,Premium Economy,1,None,Desk,7.9,5,71,0,0,Aisle
P9543,F346,American Airlines,ORD,SEA,12/12/2023 13:05,222,Cancelled,968,411.73,41,Female,High,Business,Premium Economy,1,Gold,Desk,8,1,74,0,1,Window
P9544,F1435,Southwest,DFW,DEN,18/09/2023 17:38,147,On-time,1113,344.85,64,Male,Low,Leisure,Premium Economy,1,None,Online,10,1,83,0,0,Middle
P9545,F1661,American Airlines,SFO,ORD,04/07/2023 13:04,147,On-time,1396,379.12,49,Male,Medium,Family,Economy,0,None,Airport Kiosk,9,4,70,0,0,Window
P9546,F253,Delta,ATL,JFK,02/11/2023 3:44,185,Delayed,1203,519.57,72,Male,Medium,Emergency,Economy,0,None,Desk,5.7,1,19,0,0,Window
P9547,F145,American Airlines,DEN,JFK,27/08/2023 21:23,97,On-time,1329,196.11,49,Male,Medium,Leisure,Economy,0,None,Mobile App,6.9,4,104,0,0,Middle
P9548,F381,United,ORD,JFK,28/12/2023 19:07,137,Delayed,1455,329.71,22,Male,Medium,Emergency,Economy,0,None,Online,6.6,7,78,0,0,Middle
P9549,F1630,Delta,ORD,JFK,19/07/2023 8:12,237,On-time,1451,231.14,61,Female,Medium,Business,Economy,3,Silver,Desk,4.2,6,44,1,0,Aisle
P9550,F1450,JetBlue,DEN,JFK,01/05/2023 21:50,128,On-time,1269,395.12,38,Male,Medium,Emergency,Business,3,Silver,Online,8.1,3,52,0,0,Window
P9551,F358,United,ATL,ATL,05/10/2024 1:43,91,On-time,1092,502.8,24,Female,Medium,Business,Premium Economy,1,None,Desk,6.5,18,102,1,0,Middle
P9552,F742,Southwest,LAX,LAX,16/02/2024 23:39,104,On-time,1136,250.68,42,Female,Low,Family,Premium Economy,1,None,Mobile App,7.4,0,117,0,0,Window
P9553,F1984,United,SEA,LAX,09/08/2024 18:08,156,On-time,1482,536.29,77,Female,Medium,Leisure,Business,2,None,Airport Kiosk,5.2,9,57,0,1,Window
P9554,F1359,Southwest,SEA,JFK,17/11/2023 1:17,169,On-time,1209,435.21,20,Male,Medium,Family,Economy,0,None,Online,4,1,1,0,0,Aisle
P9555,F173,Southwest,SEA,DFW,17/01/2024 0:25,112,Cancelled,1588,54.43,59,Male,Low,Business,Economy,0,Silver,Airport Kiosk,7.4,19,2,1,0,Middle
P9556,F1434,JetBlue,JFK,LAX,21/05/2023 3:07,208,On-time,1285,296.69,66,Female,Low,Family,Business,1,None,Desk,7.2,17,115,0,1,Middle
P9557,F1137,Delta,DEN,SEA,07/01/2025 5:48,300,On-time,893,426.97,61,Male,Medium,Family,Business,1,None,Airport Kiosk,6.8,9,6,0,0,Aisle
P9558,F357,American Airlines,SFO,SFO,03/11/2024 9:29,237,On-time,1141,581.36,51,Female,Medium,Family,Economy,0,None,Airport Kiosk,4.3,2,67,0,0,Middle
P9559,F367,American Airlines,SEA,JFK,27/05/2023 23:08,221,On-time,822,468.72,20,Female,Low,Emergency,Economy,1,None,Airport Kiosk,7.6,10,41,0,0,Window
P9560,F85,JetBlue,DFW,ATL,26/02/2025 17:25,89,On-time,1751,346.1,19,Female,Medium,Family,Business,1,None,Online,6.1,2,19,0,0,Window
P9561,F1438,Delta,DFW,SEA,13/07/2023 9:29,227,On-time,1351,247.06,37,Female,Medium,Business,Premium Economy,0,Platinum,Desk,6.5,6,100,0,0,Window
P9562,F922,American Airlines,ORD,SFO,24/05/2023 7:14,187,On-time,988,523.44,52,Male,Low,Leisure,Economy,1,Gold,Airport Kiosk,8.8,10,50,0,1,Aisle
P9563,F1778,American Airlines,JFK,ATL,30/11/2024 4:22,198,On-time,1371,391.69,26,Female,Medium,Family,Economy,1,None,Airport Kiosk,7.6,7,70,0,0,Window
P9564,F1494,Southwest,ORD,LAX,25/03/2025 5:10,185,On-time,1510,373.55,27,Male,Medium,Emergency,Premium Economy,0,Silver,Desk,5.7,1,72,0,0,Window
P9565,F317,JetBlue,DEN,SFO,09/06/2024 1:44,227,On-time,1109,398.11,75,Female,Low,Emergency,First,1,Platinum,Online,4.4,9,38,0,0,Middle
P9566,F1953,American Airlines,ORD,SFO,03/02/2024 15:38,190,Cancelled,1508,447.47,64,Female,Low,Emergency,Economy,2,None,Airport Kiosk,7.3,12,40,0,0,Window
P9567,F1998,Southwest,ORD,ORD,27/07/2024 7:01,257,On-time,1238,445.35,77,Female,High,Family,Economy,0,None,Airport Kiosk,7.8,7,113,0,0,Window
P9568,F1807,Southwest,DEN,ORD,02/07/2023 7:49,144,On-time,893,489.58,43,Female,Medium,Leisure,Premium Economy,2,None,Online,7,1,28,0,0,Window
P9569,F248,American Airlines,DEN,SFO,10/10/2024 19:27,268,Cancelled,1240,426.89,72,Male,Low,Business,Business,0,Gold,Desk,5.3,14,3,0,0,Aisle
P9570,F937,Southwest,JFK,DFW,15/09/2023 10:03,205,Delayed,1353,486.99,70,Male,Medium,Leisure,Business,2,None,Desk,7.3,14,93,0,0,Aisle
P9571,F1419,American Airlines,JFK,DEN,04/06/2023 20:15,152,On-time,1795,307.33,35,Male,Medium,Emergency,Economy,2,Silver,Desk,6.5,7,23,0,0,Window
P9572,F56,American Airlines,SEA,JFK,22/10/2024 17:07,194,On-time,859,324.62,76,Male,High,Business,Economy,0,Silver,Online,7.8,10,116,0,0,Aisle
P9573,F827,JetBlue,DFW,JFK,03/12/2024 2:30,280,On-time,948,471.67,54,Male,Low,Business,Economy,0,Gold,Desk,5.9,24,12,0,1,Window
P9574,F601,Delta,SEA,SFO,25/07/2024 13:06,150,On-time,1177,230.92,39,Male,High,Family,First,0,None,Desk,7.8,6,80,0,0,Window
P9575,F1627,JetBlue,LAX,ORD,25/05/2024 10:41,208,On-time,1447,413.93,28,Male,Low,Business,Economy,2,Silver,Mobile App,8.9,4,6,0,0,Aisle
P9576,F204,United,JFK,JFK,12/02/2025 10:17,156,On-time,1221,375.72,65,Male,Medium,Family,Business,0,None,Desk,7.1,30,94,0,0,Middle
P9577,F1501,Southwest,LAX,SEA,20/08/2023 23:36,244,On-time,1184,132.91,22,Female,Medium,Emergency,Economy,1,Silver,Online,7.8,3,80,0,0,Middle
P9578,F1365,JetBlue,SEA,ORD,22/01/2024 15:53,247,On-time,1016,474.93,66,Male,High,Leisure,Premium Economy,0,None,Airport Kiosk,6.6,2,70,0,0,Window
P9579,F329,Delta,SEA,DEN,29/07/2023 7:54,243,On-time,1733,397.88,52,Female,Low,Leisure,Economy,2,Silver,Airport Kiosk,7.9,9,103,0,0,Aisle
P9580,F934,JetBlue,SFO,ORD,14/04/2024 7:42,168,Delayed,1562,202.31,23,Male,Medium,Business,Business,1,None,Online,9,6,55,0,0,Aisle
P9581,F1183,American Airlines,SFO,JFK,24/11/2024 15:40,99,On-time,1361,428.44,29,Male,High,Business,Economy,1,Platinum,Airport Kiosk,5.9,13,26,0,0,Aisle
P9582,F126,Southwest,ORD,ORD,24/03/2025 13:47,137,Delayed,1279,409.9,55,Male,High,Business,Business,0,None,Airport Kiosk,5.9,10,44,0,0,Window
P9583,F547,American Airlines,JFK,SEA,08/02/2025 12:25,244,On-time,1144,294.6,45,Male,High,Family,Premium Economy,1,None,Mobile App,8.4,5,37,0,0,Window
P9584,F1352,American Airlines,SFO,SFO,25/05/2023 16:18,162,Delayed,1128,397.39,58,Male,Medium,Emergency,Economy,0,Silver,Online,8.1,9,14,0,0,Middle
P9585,F1135,American Airlines,ATL,SEA,28/06/2023 10:28,233,Cancelled,1661,554.85,61,Female,Low,Family,Economy,1,Silver,Desk,7.8,5,111,1,0,Aisle
P9586,F1273,United,SFO,DFW,10/12/2024 0:51,130,On-time,1374,175.22,26,Male,Low,Business,Economy,0,Silver,Mobile App,5.8,32,1,0,0,Middle
P9587,F209,United,SFO,LAX,06/07/2023 12:52,167,Delayed,965,432.63,76,Male,Low,Business,Premium Economy,1,Silver,Online,7.3,17,114,0,0,Middle
P9588,F1544,United,SFO,DFW,03/08/2023 8:51,179,On-time,1176,330.92,25,Male,Medium,Family,Premium Economy,0,None,Mobile App,7,28,56,0,1,Middle
P9589,F813,United,DFW,DFW,13/08/2023 19:50,223,Delayed,1322,458.25,34,Male,Low,Emergency,Business,1,None,Airport Kiosk,6.5,48,54,0,0,Aisle
P9590,F221,United,ORD,DFW,06/05/2023 5:50,160,Delayed,2151,335.79,55,Male,Medium,Business,Business,0,None,Desk,6.3,16,59,0,0,Middle
P9591,F831,American Airlines,SFO,DFW,24/06/2023 6:35,110,On-time,1221,369.02,23,Female,Medium,Business,Economy,0,None,Desk,7.9,1,39,0,0,Middle
P9592,F1639,United,ORD,JFK,15/07/2023 8:51,154,On-time,1306,149.49,19,Male,Low,Business,Economy,0,Silver,Airport Kiosk,8.5,7,53,0,0,Middle
P9593,F822,Southwest,DFW,LAX,10/07/2023 0:40,193,On-time,1157,460.44,56,Male,Low,Emergency,Economy,1,Silver,Online,7.5,10,28,0,0,Aisle
P9594,F1056,American Airlines,ATL,LAX,15/11/2024 11:45,118,On-time,1697,330.78,31,Male,Low,Leisure,Business,2,Gold,Online,7.7,3,24,0,0,Middle
P9595,F1243,JetBlue,DEN,JFK,23/06/2024 22:06,67,Delayed,1322,379.15,47,Female,High,Emergency,Economy,3,None,Mobile App,6.7,2,117,0,0,Aisle
P9596,F213,Delta,ATL,DFW,06/06/2023 12:44,185,On-time,1338,271.26,22,Female,Medium,Leisure,Economy,1,None,Airport Kiosk,6.5,8,7,0,0,Aisle
P9597,F1796,American Airlines,DFW,SEA,24/07/2023 13:39,325,Cancelled,1141,344.14,61,Male,High,Business,Economy,2,Silver,Airport Kiosk,4,3,42,0,0,Aisle
P9598,F529,Delta,DEN,LAX,02/01/2025 5:31,226,On-time,991,194.7,68,Female,High,Emergency,Economy,0,None,Desk,6.4,4,103,0,1,Window
P9599,F449,Southwest,JFK,ATL,16/12/2023 13:42,218,On-time,1373,370.95,53,Female,Medium,Leisure,First,2,None,Online,8.2,24,12,0,0,Middle
P9600,F260,Southwest,LAX,SEA,12/08/2023 4:31,184,On-time,1270,278,74,Female,High,Family,Premium Economy,0,None,Desk,9.1,11,87,0,0,Window
P9601,F498,Delta,ORD,SEA,02/11/2024 8:43,255,On-time,964,466.91,45,Male,Medium,Leisure,Economy,1,None,Online,6.7,15,1,0,0,Aisle
P9602,F705,Southwest,JFK,LAX,13/02/2025 23:18,121,On-time,1261,219.91,46,Male,Medium,Emergency,Economy,0,Platinum,Online,10,5,105,0,0,Window
P9603,F1991,Delta,SEA,SEA,04/12/2024 19:29,70,On-time,852,238.74,78,Female,Low,Business,Economy,0,None,Desk,5.2,11,88,0,1,Aisle
P9604,F544,United,SEA,JFK,28/01/2024 6:09,55,Delayed,1393,378.92,76,Male,High,Emergency,Premium Economy,1,None,Mobile App,4.8,0,119,0,1,Aisle
P9605,F927,American Airlines,DEN,JFK,17/02/2025 22:02,168,On-time,917,404.85,24,Male,Medium,Family,First,1,None,Airport Kiosk,7,5,52,0,0,Aisle
P9606,F925,United,SFO,DFW,26/04/2024 18:18,124,On-time,1577,347.29,45,Female,Low,Emergency,Economy,4,Gold,Desk,5.9,14,13,0,0,Middle
P9607,F1488,JetBlue,SFO,DEN,10/03/2024 13:14,55,On-time,1323,383.13,42,Male,Low,Business,Premium Economy,1,Silver,Desk,7.1,6,81,0,0,Window
P9608,F1602,JetBlue,ORD,JFK,24/02/2025 23:42,243,On-time,543,457.35,39,Male,Medium,Emergency,Economy,1,Gold,Airport Kiosk,7.4,8,57,1,0,Middle
P9609,F812,United,DEN,ORD,10/02/2025 0:38,77,On-time,1388,325.49,45,Female,Low,Leisure,Economy,1,None,Desk,5.9,2,40,0,0,Window
P9610,F637,JetBlue,ORD,SFO,01/02/2024 21:58,219,On-time,1222,541.15,67,Female,Medium,Family,Economy,0,Platinum,Online,9.1,8,55,0,0,Aisle
P9611,F314,Delta,LAX,LAX,07/10/2023 1:01,191,On-time,902,411.5,42,Female,Medium,Business,Economy,0,None,Mobile App,5.5,65,97,0,0,Window
P9612,F1114,JetBlue,SFO,LAX,22/09/2024 21:38,131,On-time,789,274.16,74,Male,High,Family,Economy,0,Silver,Desk,7.2,1,63,0,0,Aisle
P9613,F1094,Southwest,ATL,ORD,02/11/2024 10:32,223,On-time,1371,459.95,29,Male,Medium,Business,First,0,Silver,Desk,5.8,27,84,1,1,Aisle
P9614,F516,Southwest,LAX,SEA,30/10/2023 15:43,175,On-time,1299,347.95,72,Female,Low,Emergency,Economy,0,Platinum,Airport Kiosk,7.2,10,119,0,0,Aisle
P9615,F464,United,SFO,ORD,08/12/2023 7:48,212,On-time,947,383.61,59,Female,Low,Business,Economy,0,Silver,Airport Kiosk,7,15,82,0,0,Window
P9616,F818,JetBlue,LAX,DEN,06/04/2024 2:35,216,On-time,1525,159.8,65,Male,Medium,Family,Economy,0,None,Airport Kiosk,5.3,1,5,0,0,Middle
P9617,F732,Southwest,JFK,DEN,03/06/2023 1:39,136,On-time,1164,335.23,43,Female,Low,Leisure,Premium Economy,3,Gold,Online,7.6,4,13,0,0,Window
P9618,F320,Delta,LAX,SFO,06/06/2024 23:48,145,On-time,620,488.14,79,Female,Medium,Leisure,First,0,Silver,Desk,5.5,21,38,0,0,Aisle
P9619,F230,JetBlue,SFO,ORD,25/09/2024 2:32,113,Delayed,1051,180.4,75,Female,High,Business,Business,0,Gold,Airport Kiosk,9.7,1,71,1,0,Window
P9620,F1285,Delta,SEA,ATL,09/09/2023 19:02,142,On-time,1270,289.56,63,Female,Medium,Family,Business,1,Silver,Desk,5.8,6,118,0,0,Window
P9621,F442,Delta,SEA,ORD,05/07/2023 16:59,200,On-time,1215,312.88,74,Female,High,Emergency,Business,1,None,Airport Kiosk,6.3,35,11,0,0,Middle
P9622,F606,JetBlue,ORD,SFO,06/07/2024 4:47,150,On-time,1309,279.57,19,Male,Medium,Business,Premium Economy,1,None,Airport Kiosk,8.8,7,2,0,0,Window
P9623,F137,JetBlue,SEA,SEA,10/11/2023 0:24,72,On-time,1576,334.26,32,Female,High,Emergency,Economy,0,None,Online,7.2,7,64,0,0,Aisle
P9624,F695,Southwest,ORD,JFK,13/01/2025 12:46,217,On-time,1561,419.48,66,Male,Low,Leisure,Economy,1,Platinum,Desk,4.8,15,100,0,1,Aisle
P9625,F741,Southwest,ATL,DFW,18/11/2024 13:45,197,On-time,808,306.09,79,Female,Medium,Leisure,Premium Economy,2,Silver,Mobile App,7.6,29,84,0,1,Window
P9626,F708,United,ATL,ORD,07/02/2024 10:00,178,Delayed,1170,318.95,20,Male,Low,Business,Economy,1,Gold,Desk,10,4,71,0,1,Aisle
P9627,F1858,American Airlines,DFW,ATL,19/08/2024 16:05,194,On-time,1528,259.49,45,Female,Medium,Family,Business,0,None,Desk,4.9,9,82,0,0,Window
P9628,F755,Delta,SFO,SFO,20/03/2024 4:16,171,On-time,915,334.76,75,Female,Medium,Leisure,Economy,4,Gold,Desk,8,3,88,0,0,Middle
P9629,F1917,JetBlue,DFW,DEN,27/04/2024 16:46,158,On-time,1069,372,49,Male,Low,Business,Premium Economy,4,Silver,Mobile App,6.6,9,7,0,0,Aisle
P9630,F1363,American Airlines,SEA,LAX,21/05/2023 18:32,156,On-time,1559,100.92,33,Female,Medium,Emergency,Premium Economy,0,None,Desk,4.9,10,65,0,1,Middle
P9631,F1310,JetBlue,LAX,DFW,02/10/2024 5:39,151,On-time,1072,583.15,73,Female,Low,Leisure,Business,3,Platinum,Mobile App,7.6,14,118,0,0,Window
P9632,F1715,JetBlue,LAX,SEA,15/02/2025 1:15,14,Delayed,1057,280.94,45,Male,High,Emergency,Economy,1,Silver,Desk,5.4,1,24,0,1,Aisle
P9633,F668,JetBlue,DFW,DFW,09/07/2024 13:32,224,On-time,656,189.97,72,Female,Medium,Business,Economy,3,None,Mobile App,6.2,5,79,0,0,Window
P9634,F1907,United,ORD,DEN,14/02/2025 2:06,117,On-time,1876,267.25,53,Female,Medium,Emergency,First,0,Platinum,Desk,8.5,7,23,0,0,Middle
P9635,F1181,United,DFW,ORD,30/08/2024 2:36,130,On-time,1041,167.44,23,Female,Medium,Leisure,Economy,1,None,Online,8.8,0,107,0,0,Aisle
P9636,F1521,United,LAX,SFO,30/05/2024 6:06,166,On-time,1657,432.2,37,Male,Medium,Emergency,Economy,2,Gold,Desk,8.6,8,16,0,0,Window
P9637,F264,JetBlue,DEN,DFW,23/07/2023 10:26,278,On-time,1581,271.57,61,Female,High,Business,Economy,1,Silver,Mobile App,7.2,9,53,0,0,Window
P9638,F259,JetBlue,JFK,DEN,28/11/2024 17:54,276,On-time,1077,327.01,31,Male,Low,Leisure,Economy,2,None,Desk,5.5,13,48,0,0,Middle
P9639,F559,American Airlines,ATL,ATL,27/05/2024 18:53,121,On-time,1277,463.68,79,Female,Medium,Business,Economy,2,None,Airport Kiosk,8,5,93,0,0,Aisle
P9640,F1112,JetBlue,ATL,ORD,23/07/2024 21:58,227,Cancelled,1073,460.04,24,Female,Medium,Emergency,Economy,4,Platinum,Mobile App,10,11,29,0,0,Window
P9641,F1188,Southwest,DFW,DEN,19/04/2024 12:34,120,On-time,1442,257.49,23,Male,Medium,Family,Premium Economy,1,None,Mobile App,7.7,16,83,0,0,Aisle
P9642,F275,American Airlines,JFK,SEA,03/12/2024 7:39,135,Delayed,716,204.42,58,Female,Low,Family,Economy,1,Platinum,Mobile App,9.3,10,19,0,1,Window
P9643,F1086,Southwest,ORD,SFO,16/09/2023 2:55,170,On-time,1092,309.95,54,Female,Medium,Family,Economy,2,None,Online,5.5,11,44,0,0,Middle
P9644,F1854,Southwest,SEA,ATL,01/02/2025 17:25,265,Delayed,1144,349.95,47,Female,Medium,Family,Economy,0,None,Airport Kiosk,7.7,7,92,0,1,Window
P9645,F1163,JetBlue,SEA,DEN,22/11/2024 11:44,200,On-time,1061,311.06,65,Male,Low,Leisure,Economy,0,Gold,Desk,9.9,4,106,0,1,Middle
P9646,F1312,Delta,DFW,DFW,10/12/2023 15:56,175,Delayed,1450,300.26,70,Female,High,Business,Economy,1,None,Mobile App,9.3,19,5,0,0,Aisle
P9647,F211,Southwest,LAX,SEA,30/04/2024 2:30,250,On-time,708,219.79,46,Female,High,Family,Business,3,None,Mobile App,7.8,12,10,0,0,Middle
P9648,F1896,JetBlue,LAX,DEN,04/02/2025 4:38,283,On-time,1187,327.57,41,Female,Medium,Emergency,Business,1,None,Desk,6.7,13,95,0,0,Middle
