Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Departure_Date,Departure_Hour,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Delay_Minutes,Weather_Impact
F67,United,LAX,DFW,2023-10-20 04:36:00,2023-10-20,04:36:00,103,On-time,1174,6,0
F430,United,SFO,SFO,2024-04-27 06:08:00,2024-04-27,06:08:00,236,Delayed,1194,5,0
F1355,United,DEN,LAX,2024-03-17 23:48:00,2024-03-17,23:48:00,164,On-time,1281,7,0
F422,Delta,SFO,DEN,2023-10-21 18:58:00,2023-10-21,18:58:00,199,Delayed,1163,21,0
F1312,Delta,LAX,LAX,2024-11-11 10:03:00,2024-11-11,10:03:00,190,On-time,1233,41,1
F28,Delta,JFK,JFK,2024-03-15 18:31:00,2024-03-15,18:31:00,191,On-time,1408,38,0
F1503,Southwest,DFW,JFK,2025-02-16 16:26:00,2025-02-16,16:26:00,308,On-time,961,14,0
F1715,Delta,DFW,JFK,2023-10-23 03:24:00,2023-10-23,03:24:00,197,Delayed,1562,8,0
F308,United,DEN,DEN,2024-06-24 06:25:00,2024-06-24,06:25:00,39,On-time,1014,11,0
F1293,Delta,JFK,DEN,2024-06-01 09:55:00,2024-06-01,09:55:00,259,On-time,480,28,0
F504,Southwest,DFW,JFK,2024-12-02 17:54:00,2024-12-02,17:54:00,170,On-time,905,9,0
F613,Delta,SEA,SEA,2023-08-16 23:49:00,2023-08-16,23:49:00,138,Delayed,920,9,0
F1359,American Airlines,LAX,ATL,2025-02-13 22:02:00,2025-02-13,22:02:00,84,On-time,897,3,0
F1747,United,SFO,DEN,2024-05-15 19:08:00,2024-05-15,19:08:00,238,On-time,1465,27,1
F1510,United,LAX,SFO,2024-04-15 22:53:00,2024-04-15,22:53:00,68,On-time,1523,4,0
F566,JetBlue,DEN,JFK,2024-01-01 04:53:00,2024-01-01,04:53:00,101,On-time,662,4,0
F114,American Airlines,DFW,SFO,2024-01-20 10:23:00,2024-01-20,10:23:00,223,On-time,813,40,1
F1083,United,DEN,SFO,2023-05-18 02:48:00,2023-05-18,02:48:00,96,On-time,1689,73,0
F1452,American Airlines,SEA,SFO,2023-12-12 07:33:00,2023-12-12,07:33:00,138,On-time,1097,7,0
F621,United,DEN,SFO,2024-11-15 14:21:00,2024-11-15,14:21:00,249,On-time,1602,33,0
F989,American Airlines,SFO,DFW,2024-08-27 21:37:00,2024-08-27,21:37:00,216,On-time,1373,20,0
F1939,United,ATL,SEA,2024-04-24 04:28:00,2024-04-24,04:28:00,116,On-time,1116,1,0
F819,JetBlue,SEA,DFW,2024-04-19 22:46:00,2024-04-19,22:46:00,148,On-time,1271,0,0
F1466,American Airlines,LAX,DFW,2023-12-12 09:22:00,2023-12-12,09:22:00,186,On-time,1161,16,0
F1245,American Airlines,SFO,JFK,2023-10-27 16:32:00,2023-10-27,16:32:00,267,On-time,855,21,0
F1751,Delta,JFK,DFW,2024-09-19 12:11:00,2024-09-19,12:11:00,85,Delayed,1456,4,0
F1090,American Airlines,JFK,JFK,2024-06-12 10:43:00,2024-06-12,10:43:00,216,On-time,801,2,0
F627,Southwest,ORD,ORD,2023-12-04 08:54:00,2023-12-04,08:54:00,129,On-time,1179,1,0
F1977,American Airlines,DEN,LAX,2025-04-18 07:30:00,2025-04-18,07:30:00,131,On-time,1051,9,0
F502,United,ATL,DEN,2024-09-03 01:15:00,2024-09-03,01:15:00,322,On-time,490,7,0
F2000,Southwest,ATL,ORD,2023-11-06 18:58:00,2023-11-06,18:58:00,207,On-time,1288,19,0
F106,Delta,SFO,SEA,2023-11-28 22:54:00,2023-11-28,22:54:00,253,On-time,1030,7,0
F640,United,SFO,JFK,2024-07-15 12:01:00,2024-07-15,12:01:00,98,On-time,1053,0,0
F1969,Southwest,JFK,ORD,2023-10-19 06:41:00,2023-10-19,06:41:00,250,Delayed,779,7,0
F1200,United,LAX,DEN,2024-03-20 00:50:00,2024-03-20,00:50:00,150,Delayed,603,8,0
F805,JetBlue,ORD,SFO,2024-10-12 03:14:00,2024-10-12,03:14:00,141,On-time,1446,1,0
F1797,American Airlines,ATL,SFO,2024-04-08 15:24:00,2024-04-08,15:24:00,186,On-time,1517,3,0
F995,JetBlue,JFK,SEA,2023-09-09 23:51:00,2023-09-09,23:51:00,121,On-time,906,11,1
F976,American Airlines,SEA,ATL,2025-01-29 08:21:00,2025-01-29,08:21:00,182,Cancelled,1468,5,0
F675,Delta,DFW,JFK,2023-05-04 22:28:00,2023-05-04,22:28:00,184,On-time,1679,12,0
F512,United,ATL,DFW,2024-12-28 11:00:00,2024-12-28,11:00:00,177,On-time,962,25,0
F1493,Southwest,DEN,ATL,2023-06-20 23:13:00,2023-06-20,23:13:00,148,On-time,1543,9,1
F1108,JetBlue,JFK,JFK,2024-02-15 15:14:00,2024-02-15,15:14:00,255,On-time,1102,2,0
F569,United,JFK,JFK,2024-07-19 03:12:00,2024-07-19,03:12:00,163,On-time,1132,11,0
F1670,Delta,SFO,DFW,2023-06-10 20:32:00,2023-06-10,20:32:00,129,On-time,958,0,1
F1930,Delta,DFW,DFW,2024-02-10 20:57:00,2024-02-10,20:57:00,295,On-time,1452,15,0
F637,Delta,DFW,DEN,2025-01-09 02:01:00,2025-01-09,02:01:00,143,On-time,937,16,0
F935,United,LAX,LAX,2024-11-22 22:21:00,2024-11-22,22:21:00,108,On-time,1075,5,0
F1409,Delta,SEA,LAX,2024-09-08 20:55:00,2024-09-08,20:55:00,167,On-time,697,17,0
F120,United,LAX,DEN,2023-09-07 20:23:00,2023-09-07,20:23:00,160,On-time,980,10,1
F1542,American Airlines,JFK,SFO,2024-02-24 13:10:00,2024-02-24,13:10:00,110,On-time,1531,16,0
F1615,United,SEA,LAX,2024-01-11 22:15:00,2024-01-11,22:15:00,172,On-time,841,2,0
F1060,JetBlue,ATL,SEA,2024-12-01 18:21:00,2024-12-01,18:21:00,197,On-time,738,18,0
F1428,American Airlines,LAX,ORD,2024-04-02 20:40:00,2024-04-02,20:40:00,149,On-time,1198,6,0
F1918,Delta,LAX,JFK,2023-09-10 09:31:00,2023-09-10,09:31:00,166,On-time,1327,13,0
F299,Southwest,DEN,ORD,2025-04-03 22:18:00,2025-04-03,22:18:00,117,On-time,1417,5,0
F645,Delta,LAX,JFK,2025-01-25 07:32:00,2025-01-25,07:32:00,229,On-time,1106,9,0
F865,Delta,SFO,JFK,2024-04-10 19:15:00,2024-04-10,19:15:00,161,Cancelled,727,6,1
F242,Southwest,DFW,LAX,2024-06-15 12:52:00,2024-06-15,12:52:00,215,On-time,1372,25,0
F1372,American Airlines,ATL,SFO,2023-09-04 07:10:00,2023-09-04,07:10:00,210,On-time,1328,6,0
F12,American Airlines,LAX,DEN,2025-04-11 07:17:00,2025-04-11,07:17:00,178,On-time,1079,12,0
F919,Delta,LAX,DFW,2023-07-23 10:02:00,2023-07-23,10:02:00,297,On-time,1510,20,0
F1309,American Airlines,SEA,DFW,2024-10-26 06:20:00,2024-10-26,06:20:00,231,On-time,606,5,0
F1275,Delta,JFK,ATL,2023-10-15 10:47:00,2023-10-15,10:47:00,129,On-time,1093,2,1
F733,United,JFK,ORD,2024-10-22 22:06:00,2024-10-22,22:06:00,121,On-time,991,2,0
F1125,JetBlue,DEN,ORD,2024-08-29 14:26:00,2024-08-29,14:26:00,78,On-time,964,14,0
F1308,JetBlue,ATL,DEN,2024-01-05 08:59:00,2024-01-05,08:59:00,86,On-time,1089,3,0
F271,JetBlue,DEN,ATL,2025-01-04 12:03:00,2025-01-04,12:03:00,111,On-time,588,10,0
F1909,Southwest,DFW,ATL,2024-11-03 04:14:00,2024-11-03,04:14:00,156,Delayed,1390,0,0
F20,JetBlue,LAX,ORD,2023-09-23 02:46:00,2023-09-23,02:46:00,158,On-time,1677,27,0
F886,Southwest,ATL,ATL,2023-05-23 22:59:00,2023-05-23,22:59:00,204,On-time,1452,10,0
F1959,American Airlines,SEA,SFO,2023-09-03 02:36:00,2023-09-03,02:36:00,158,Delayed,1242,1,1
F5,JetBlue,SEA,DEN,2023-07-19 03:06:00,2023-07-19,03:06:00,234,On-time,1529,3,0
F607,JetBlue,ORD,LAX,2023-10-26 09:03:00,2023-10-26,09:03:00,175,On-time,1184,54,0
F385,JetBlue,ATL,SEA,2024-04-11 09:25:00,2024-04-11,09:25:00,84,On-time,938,3,0
F851,Delta,SFO,JFK,2025-02-15 14:31:00,2025-02-15,14:31:00,130,Cancelled,1150,15,0
F956,United,LAX,JFK,2025-04-22 08:49:00,2025-04-22,08:49:00,197,On-time,920,3,0
F1842,Southwest,SEA,SFO,2024-10-01 10:16:00,2024-10-01,10:16:00,193,Delayed,1010,21,0
F1298,JetBlue,SFO,SEA,2024-04-20 22:56:00,2024-04-20,22:56:00,149,On-time,1503,3,1
F560,JetBlue,JFK,SFO,2024-02-10 16:21:00,2024-02-10,16:21:00,112,Delayed,881,7,1
F610,Southwest,SEA,ORD,2024-05-23 06:22:00,2024-05-23,06:22:00,121,On-time,1299,3,0
F391,JetBlue,ORD,DFW,2024-11-09 14:23:00,2024-11-09,14:23:00,192,Cancelled,1352,1,0
F890,American Airlines,ATL,JFK,2023-07-20 17:43:00,2023-07-20,17:43:00,226,On-time,1229,3,0
F900,United,DEN,JFK,2023-12-30 02:39:00,2023-12-30,02:39:00,239,On-time,1552,4,0
F1276,Southwest,LAX,SEA,2023-08-18 23:06:00,2023-08-18,23:06:00,214,Cancelled,1572,20,1
F1122,Southwest,LAX,JFK,2024-05-10 17:31:00,2024-05-10,17:31:00,117,On-time,1252,11,0
F1588,Delta,SFO,ATL,2025-02-23 19:11:00,2025-02-23,19:11:00,250,On-time,1573,3,1
F1552,American Airlines,DFW,ATL,2024-11-04 18:06:00,2024-11-04,18:06:00,284,Delayed,1235,6,0
F1010,American Airlines,DEN,DFW,2024-10-30 07:09:00,2024-10-30,07:09:00,259,On-time,1443,12,0
F1145,Delta,LAX,SFO,2025-03-26 09:36:00,2025-03-26,09:36:00,165,On-time,1647,25,0
F724,United,JFK,SEA,2024-07-14 11:20:00,2024-07-14,11:20:00,229,On-time,1068,13,0
F836,JetBlue,SEA,ATL,2025-02-05 01:53:00,2025-02-05,01:53:00,274,On-time,982,29,0
F1728,JetBlue,ATL,LAX,2024-09-21 10:22:00,2024-09-21,10:22:00,182,On-time,1497,4,0
F1595,Delta,DEN,DFW,2025-04-16 06:07:00,2025-04-16,06:07:00,218,On-time,1392,43,0
F1737,Delta,SFO,SFO,2023-12-16 02:35:00,2023-12-16,02:35:00,162,Delayed,1146,36,0
F500,Southwest,ATL,JFK,2025-04-18 16:54:00,2025-04-18,16:54:00,134,On-time,916,17,0
F920,American Airlines,ORD,ORD,2023-07-09 23:55:00,2023-07-09,23:55:00,204,Delayed,1235,1,0
F526,Delta,DEN,LAX,2023-11-13 00:51:00,2023-11-13,00:51:00,150,On-time,1171,19,0
F1519,United,LAX,SFO,2023-09-19 04:34:00,2023-09-19,04:34:00,164,On-time,1538,10,0
F1358,Southwest,SFO,ORD,2024-03-09 00:00:00,2024-03-09,00:00:00,133,On-time,858,25,0
F631,United,SFO,LAX,2024-06-21 01:12:00,2024-06-21,01:12:00,181,On-time,1478,18,0
F1130,Delta,ORD,LAX,2023-05-23 17:29:00,2023-05-23,17:29:00,100,On-time,1388,3,0
F497,Southwest,DFW,DEN,2024-01-01 14:55:00,2024-01-01,14:55:00,142,On-time,1160,1,0
F1868,United,SFO,DFW,2023-06-28 07:49:00,2023-06-28,07:49:00,295,On-time,1628,3,1
F244,Delta,SEA,LAX,2024-01-03 00:03:00,2024-01-03,00:03:00,130,On-time,932,4,0
F541,United,ORD,DFW,2025-02-01 01:52:00,2025-02-01,01:52:00,118,Delayed,1646,2,0
F83,Delta,ATL,ORD,2024-04-16 00:26:00,2024-04-16,00:26:00,137,On-time,1218,2,1
F1150,Southwest,SEA,LAX,2025-03-25 07:53:00,2025-03-25,07:53:00,54,On-time,1427,5,0
F1199,Southwest,ATL,SFO,2024-07-13 03:32:00,2024-07-13,03:32:00,136,Delayed,1352,1,0
F1575,JetBlue,DEN,DEN,2023-09-18 20:24:00,2023-09-18,20:24:00,119,On-time,1531,4,1
F208,JetBlue,SFO,ATL,2024-10-11 10:09:00,2024-10-11,10:09:00,146,On-time,1199,4,0
F336,JetBlue,DFW,SFO,2024-09-25 15:56:00,2024-09-25,15:56:00,88,On-time,943,3,0
F1306,Delta,DFW,ORD,2024-06-04 17:12:00,2024-06-04,17:12:00,137,On-time,1404,11,0
F1970,Southwest,SEA,DFW,2023-07-18 21:38:00,2023-07-18,21:38:00,339,On-time,1715,2,0
F1477,Delta,ATL,ORD,2023-05-18 03:59:00,2023-05-18,03:59:00,146,Delayed,1522,3,0
F794,JetBlue,ATL,SEA,2024-11-09 23:20:00,2024-11-09,23:20:00,212,On-time,1066,6,0
F731,American Airlines,SEA,JFK,2023-10-06 06:09:00,2023-10-06,06:09:00,304,On-time,1532,4,1
F775,JetBlue,ATL,LAX,2024-03-14 18:51:00,2024-03-14,18:51:00,213,On-time,1258,4,0
F211,United,LAX,DFW,2024-10-21 00:15:00,2024-10-21,00:15:00,172,On-time,1611,4,0
F328,United,ATL,SEA,2024-03-11 13:24:00,2024-03-11,13:24:00,217,On-time,1286,2,0
F128,Delta,JFK,JFK,2024-08-23 21:56:00,2024-08-23,21:56:00,241,On-time,1063,1,0
F1833,Southwest,ORD,SEA,2023-11-22 06:49:00,2023-11-22,06:49:00,213,On-time,1108,1,0
F673,American Airlines,ORD,SEA,2023-05-20 18:22:00,2023-05-20,18:22:00,220,On-time,1748,3,0
F1863,American Airlines,SFO,DEN,2024-03-27 05:12:00,2024-03-27,05:12:00,201,Cancelled,868,5,1
F1433,Southwest,SEA,JFK,2023-05-10 06:38:00,2023-05-10,06:38:00,138,Delayed,1434,9,0
F655,United,SFO,SEA,2024-06-22 04:30:00,2024-06-22,04:30:00,171,On-time,1516,1,0
F1127,American Airlines,LAX,JFK,2024-04-20 22:51:00,2024-04-20,22:51:00,77,On-time,1121,7,0
F1936,Delta,ATL,DEN,2024-11-23 21:26:00,2024-11-23,21:26:00,223,On-time,1592,20,0
F1384,Southwest,DEN,ORD,2024-09-18 09:35:00,2024-09-18,09:35:00,181,On-time,1162,26,0
F1894,Southwest,SFO,SEA,2024-12-31 05:36:00,2024-12-31,05:36:00,179,On-time,1083,2,0
F171,Delta,JFK,JFK,2024-06-27 12:05:00,2024-06-27,12:05:00,107,On-time,930,9,0
F1350,American Airlines,DFW,DFW,2024-02-12 21:24:00,2024-02-12,21:24:00,176,On-time,1641,2,0
F597,Delta,DEN,DEN,2024-11-10 16:22:00,2024-11-10,16:22:00,162,On-time,1551,0,0
F647,United,SEA,DFW,2023-06-02 01:43:00,2023-06-02,01:43:00,225,On-time,1332,4,1
F415,Southwest,SFO,SEA,2023-09-20 17:29:00,2023-09-20,17:29:00,190,On-time,695,2,0
F1814,American Airlines,JFK,ORD,2024-04-11 09:53:00,2024-04-11,09:53:00,175,On-time,1154,13,0
F1890,United,DEN,SEA,2024-04-30 12:50:00,2024-04-30,12:50:00,201,On-time,1016,14,0
F1054,Delta,SEA,DEN,2023-11-01 17:44:00,2023-11-01,17:44:00,188,On-time,1276,4,0
F954,Delta,ATL,ORD,2024-10-11 07:06:00,2024-10-11,07:06:00,246,On-time,1769,4,1
F1364,American Airlines,LAX,SFO,2025-01-27 19:17:00,2025-01-27,19:17:00,175,On-time,1057,27,0
F828,American Airlines,JFK,DFW,2024-03-30 09:04:00,2024-03-30,09:04:00,89,Cancelled,1164,11,1
F1717,Delta,DFW,DFW,2024-06-09 08:34:00,2024-06-09,08:34:00,213,On-time,1294,8,0
F1444,Delta,SEA,ATL,2024-01-11 09:30:00,2024-01-11,09:30:00,205,On-time,1240,6,0
F1844,JetBlue,ATL,ATL,2023-07-09 13:15:00,2023-07-09,13:15:00,123,On-time,1271,12,0
F871,American Airlines,DFW,DEN,2024-09-17 01:23:00,2024-09-17,01:23:00,78,On-time,1156,18,1
F636,JetBlue,SEA,DEN,2025-02-15 22:43:00,2025-02-15,22:43:00,173,On-time,1277,5,0
F1282,American Airlines,ORD,SFO,2023-09-15 14:27:00,2023-09-15,14:27:00,197,On-time,642,6,0
F578,Southwest,DFW,ATL,2023-09-07 01:00:00,2023-09-07,01:00:00,216,On-time,1255,10,0
F48,Southwest,DEN,SEA,2024-12-21 03:25:00,2024-12-21,03:25:00,109,Delayed,1168,6,0
F441,Southwest,ATL,DFW,2023-10-16 16:17:00,2023-10-16,16:17:00,161,On-time,850,15,0
F1214,JetBlue,LAX,JFK,2024-01-19 07:43:00,2024-01-19,07:43:00,234,On-time,1099,5,1
F315,JetBlue,SEA,JFK,2023-04-26 19:37:00,2023-04-26,19:37:00,135,Delayed,1243,10,0
F1666,Delta,ATL,SFO,2024-07-15 17:40:00,2024-07-15,17:40:00,149,On-time,1515,24,0
F1771,JetBlue,DFW,LAX,2024-04-23 22:26:00,2024-04-23,22:26:00,247,On-time,1512,1,0
F1313,Southwest,DFW,SEA,2024-02-16 08:00:00,2024-02-16,08:00:00,92,On-time,768,11,1
F1706,United,DFW,SEA,2024-04-16 06:30:00,2024-04-16,06:30:00,203,On-time,1398,4,1
F1119,Delta,ORD,ATL,2024-02-01 12:51:00,2024-02-01,12:51:00,118,On-time,1057,15,0
F187,JetBlue,SFO,DFW,2025-04-02 00:32:00,2025-04-02,00:32:00,207,On-time,1050,16,0
F346,JetBlue,JFK,SEA,2023-12-02 12:16:00,2023-12-02,12:16:00,162,On-time,1364,20,0
F1337,American Airlines,JFK,DEN,2024-10-21 14:22:00,2024-10-21,14:22:00,226,On-time,1336,14,0
F247,Southwest,SFO,DEN,2025-01-10 02:28:00,2025-01-10,02:28:00,84,On-time,1182,7,0
F1590,Delta,DEN,ORD,2023-11-25 17:16:00,2023-11-25,17:16:00,208,On-time,1399,0,0
F1754,Delta,ORD,SEA,2023-12-30 12:47:00,2023-12-30,12:47:00,105,On-time,1466,8,0
F781,Southwest,SEA,SEA,2024-01-17 08:00:00,2024-01-17,08:00:00,284,On-time,1150,4,0
F1580,Southwest,JFK,DEN,2024-02-14 09:15:00,2024-02-14,09:15:00,197,On-time,1414,3,1
F395,American Airlines,JFK,SFO,2023-12-26 07:38:00,2023-12-26,07:38:00,86,On-time,1609,1,0
F164,American Airlines,DFW,SFO,2024-07-17 04:09:00,2024-07-17,04:09:00,108,On-time,1458,9,0
F860,Delta,SFO,DFW,2024-09-18 08:33:00,2024-09-18,08:33:00,254,On-time,1049,0,0
F1324,Delta,SFO,ATL,2025-04-17 00:10:00,2025-04-17,00:10:00,201,On-time,1340,30,0
F1749,Southwest,DEN,ATL,2024-05-11 03:20:00,2024-05-11,03:20:00,215,On-time,981,23,0
F1946,Southwest,DEN,JFK,2025-02-06 14:19:00,2025-02-06,14:19:00,191,Cancelled,1492,43,0
F1898,JetBlue,SFO,ATL,2024-02-07 07:45:00,2024-02-07,07:45:00,132,On-time,1200,5,0
F1714,American Airlines,SEA,ATL,2024-01-01 14:45:00,2024-01-01,14:45:00,232,On-time,1015,11,0
F1449,Southwest,ATL,SFO,2024-08-06 00:23:00,2024-08-06,00:23:00,264,Delayed,741,1,0
F1679,Southwest,SEA,JFK,2025-04-02 10:29:00,2025-04-02,10:29:00,134,Delayed,1458,1,0
F1478,American Airlines,SEA,SEA,2023-06-12 06:23:00,2023-06-12,06:23:00,55,On-time,986,4,1
F1327,American Airlines,DFW,SEA,2023-07-06 09:01:00,2023-07-06,09:01:00,290,On-time,1272,1,0
F1123,Southwest,JFK,DEN,2023-12-26 01:57:00,2023-12-26,01:57:00,126,On-time,1279,6,0
F66,American Airlines,LAX,ORD,2024-11-01 12:54:00,2024-11-01,12:54:00,101,On-time,850,22,0
F1966,American Airlines,SEA,DEN,2023-10-16 06:18:00,2023-10-16,06:18:00,302,Delayed,1228,3,0
F609,United,DFW,ATL,2023-09-26 13:34:00,2023-09-26,13:34:00,224,On-time,1169,3,0
F1215,Southwest,ATL,LAX,2023-08-30 03:47:00,2023-08-30,03:47:00,188,On-time,1341,7,0
F235,Delta,ATL,JFK,2023-10-23 22:03:00,2023-10-23,22:03:00,180,On-time,1421,13,0
F1348,Delta,ORD,JFK,2023-07-10 17:22:00,2023-07-10,17:22:00,136,On-time,1075,15,0
F994,Delta,SFO,SEA,2024-12-12 20:15:00,2024-12-12,20:15:00,149,On-time,1384,24,0
F281,JetBlue,ATL,ORD,2025-04-03 00:40:00,2025-04-03,00:40:00,230,On-time,815,9,1
F134,Southwest,DFW,JFK,2024-12-25 23:39:00,2024-12-25,23:39:00,200,Delayed,1254,7,0
F799,American Airlines,ATL,LAX,2023-11-12 21:50:00,2023-11-12,21:50:00,196,On-time,962,21,0
F1246,JetBlue,SEA,DEN,2023-08-17 01:01:00,2023-08-17,01:01:00,185,On-time,1018,17,0
F1266,United,DEN,ORD,2023-09-14 16:27:00,2023-09-14,16:27:00,185,On-time,609,14,1
F1002,United,DEN,ORD,2024-10-18 07:58:00,2024-10-18,07:58:00,353,Delayed,1016,4,0
F1476,Southwest,JFK,SEA,2024-07-22 20:02:00,2024-07-22,20:02:00,84,On-time,1168,51,0
F1138,American Airlines,JFK,LAX,2024-02-14 02:06:00,2024-02-14,02:06:00,234,On-time,1268,2,0
F22,American Airlines,SFO,JFK,2023-10-04 23:24:00,2023-10-04,23:24:00,146,On-time,1417,10,0
F1738,Delta,LAX,DFW,2024-09-14 21:26:00,2024-09-14,21:26:00,251,On-time,1310,10,0
F463,Delta,SEA,DEN,2023-07-01 19:41:00,2023-07-01,19:41:00,92,On-time,1642,10,0
F1354,United,DEN,DEN,2024-05-21 08:34:00,2024-05-21,08:34:00,232,On-time,1093,4,0
F446,Southwest,ATL,LAX,2024-01-18 22:19:00,2024-01-18,22:19:00,145,On-time,822,11,1
F142,Southwest,LAX,DEN,2023-11-22 01:51:00,2023-11-22,01:51:00,209,On-time,1166,11,0
F1301,Southwest,SEA,SFO,2024-09-30 01:49:00,2024-09-30,01:49:00,162,On-time,1354,4,0
F1804,Delta,LAX,LAX,2024-04-05 23:03:00,2024-04-05,23:03:00,151,On-time,1509,33,0
F1808,JetBlue,DEN,SEA,2024-03-07 01:59:00,2024-03-07,01:59:00,120,Delayed,739,15,0
F1049,Delta,JFK,LAX,2025-01-11 07:21:00,2025-01-11,07:21:00,124,On-time,1425,16,0
F720,United,DEN,DFW,2024-05-03 18:48:00,2024-05-03,18:48:00,223,On-time,1424,15,0
F1363,Delta,DEN,SFO,2023-09-05 09:18:00,2023-09-05,09:18:00,182,On-time,1416,7,0
F1528,JetBlue,ORD,ATL,2024-12-29 23:37:00,2024-12-29,23:37:00,197,On-time,953,0,1
F1678,Delta,ATL,JFK,2025-04-03 19:50:00,2025-04-03,19:50:00,139,On-time,897,9,0
F1026,United,ATL,DFW,2023-10-12 16:40:00,2023-10-12,16:40:00,249,On-time,1224,12,0
F951,American Airlines,DFW,SEA,2024-08-16 10:24:00,2024-08-16,10:24:00,118,On-time,1182,5,0
F579,Southwest,DFW,DEN,2024-01-09 01:35:00,2024-01-09,01:35:00,216,On-time,975,8,1
F402,United,ORD,DEN,2023-09-30 16:15:00,2023-09-30,16:15:00,242,On-time,1539,26,0
F1794,JetBlue,DFW,SEA,2024-08-23 05:25:00,2024-08-23,05:25:00,132,On-time,1554,34,0
F937,Delta,ATL,SFO,2023-06-03 02:21:00,2023-06-03,02:21:00,194,Delayed,983,5,0
F667,United,ORD,DEN,2023-08-20 13:49:00,2023-08-20,13:49:00,86,On-time,1526,6,0
F1798,United,ATL,ORD,2023-05-12 17:54:00,2023-05-12,17:54:00,336,Cancelled,954,6,0
F1326,Southwest,DFW,JFK,2024-03-07 05:18:00,2024-03-07,05:18:00,105,On-time,1508,6,0
F411,American Airlines,ORD,JFK,2024-10-08 15:13:00,2024-10-08,15:13:00,167,On-time,1142,2,0
F548,JetBlue,JFK,JFK,2024-03-08 17:33:00,2024-03-08,17:33:00,187,On-time,1035,0,1
F1292,JetBlue,DFW,ATL,2024-11-21 15:24:00,2024-11-21,15:24:00,176,Delayed,1741,2,0
F962,United,SEA,SEA,2024-11-04 18:52:00,2024-11-04,18:52:00,-17,On-time,827,25,0
F1103,Delta,SEA,DEN,2024-01-01 19:40:00,2024-01-01,19:40:00,173,On-time,1096,16,0
F193,American Airlines,JFK,DEN,2024-02-22 03:15:00,2024-02-22,03:15:00,230,On-time,583,35,0
F339,Delta,ORD,SEA,2024-11-16 06:08:00,2024-11-16,06:08:00,220,On-time,1616,7,0
F1342,American Airlines,DFW,LAX,2025-04-05 02:19:00,2025-04-05,02:19:00,221,On-time,1112,3,0
F1009,Delta,LAX,LAX,2025-02-20 20:23:00,2025-02-20,20:23:00,231,On-time,1112,6,1
F1772,JetBlue,DFW,SEA,2024-08-25 15:14:00,2024-08-25,15:14:00,89,On-time,1057,27,0
F1826,JetBlue,SFO,ATL,2025-04-16 10:07:00,2025-04-16,10:07:00,140,On-time,1171,12,0
F1086,Southwest,JFK,LAX,2024-02-06 15:28:00,2024-02-06,15:28:00,158,On-time,1117,10,0
F151,Southwest,SEA,ORD,2025-04-06 20:09:00,2025-04-06,20:09:00,198,On-time,838,20,0
F475,JetBlue,LAX,DFW,2023-06-11 06:44:00,2023-06-11,06:44:00,217,On-time,1208,4,0
F1490,JetBlue,JFK,JFK,2023-10-26 04:11:00,2023-10-26,04:11:00,127,On-time,1171,1,0
F260,Delta,LAX,ATL,2023-12-10 07:37:00,2023-12-10,07:37:00,131,On-time,1377,2,0
F606,Delta,JFK,SFO,2023-08-29 09:59:00,2023-08-29,09:59:00,170,On-time,1210,5,0
F573,Southwest,LAX,DFW,2024-11-01 20:10:00,2024-11-01,20:10:00,216,On-time,646,11,0
F727,Southwest,LAX,LAX,2023-12-01 23:02:00,2023-12-01,23:02:00,250,Cancelled,1666,8,0
F221,Delta,SEA,DFW,2023-11-12 04:14:00,2023-11-12,04:14:00,255,Delayed,821,30,1
F419,American Airlines,JFK,ATL,2025-01-25 20:27:00,2025-01-25,20:27:00,331,On-time,1246,27,0
F1463,American Airlines,DEN,LAX,2023-08-22 11:57:00,2023-08-22,11:57:00,96,On-time,801,20,1
F414,Southwest,SFO,DEN,2024-01-14 00:50:00,2024-01-14,00:50:00,381,On-time,1230,12,1
F1393,Delta,SFO,SFO,2025-01-07 08:13:00,2025-01-07,08:13:00,78,Delayed,979,19,0
F1111,United,DFW,ORD,2023-10-18 18:34:00,2023-10-18,18:34:00,104,Delayed,497,12,0
F326,JetBlue,DFW,SEA,2025-04-06 15:28:00,2025-04-06,15:28:00,229,On-time,1006,1,0
F1954,Southwest,ATL,DFW,2024-12-10 04:40:00,2024-12-10,04:40:00,192,On-time,1126,5,0
F968,JetBlue,ATL,ORD,2024-01-19 18:30:00,2024-01-19,18:30:00,126,On-time,830,5,0
F424,JetBlue,ATL,ORD,2024-08-06 16:30:00,2024-08-06,16:30:00,162,Cancelled,799,7,0
F1144,American Airlines,SFO,ORD,2023-12-22 17:06:00,2023-12-22,17:06:00,97,On-time,1023,1,0
F1870,Southwest,SFO,DFW,2025-01-16 07:19:00,2025-01-16,07:19:00,171,On-time,1197,2,0
F1927,American Airlines,DEN,SEA,2025-03-02 18:43:00,2025-03-02,18:43:00,69,On-time,1630,4,0
F323,United,DEN,ORD,2023-05-26 22:49:00,2023-05-26,22:49:00,197,On-time,1226,7,0
F1504,JetBlue,LAX,JFK,2023-08-13 16:00:00,2023-08-13,16:00:00,121,On-time,759,4,0
F297,American Airlines,JFK,DFW,2024-04-19 23:51:00,2024-04-19,23:51:00,223,Delayed,968,10,1
F811,American Airlines,ORD,ORD,2024-12-17 03:44:00,2024-12-17,03:44:00,152,Delayed,593,2,0
