Passenger_ID,Flight_ID,Price_USD,Travel_Purpose,Seat_Class,Bags_Checked,Check_in_Method,Seat_Selected,Booking_Days_In_Advance,No_Show
P7302,F1104,174.43,Family,Economy,0,Online,Window,33,0
P7303,F1766,382.65,Leisure,Economy,0,Airport Kiosk,Aisle,66,0
P7304,F1021,183.97,Emergency,Economy,1,Online,Aisle,67,0
P7305,F1427,281.76,Leisure,Economy,0,Online,Window,116,0
P7306,F1282,147.94,Business,Economy,4,Airport Kiosk,Window,83,0
P7307,F1744,309.18,Emergency,Economy,2,Mobile App,Aisle,99,0
P7308,F999,295.08,Emergency,Economy,3,Desk,Aisle,104,0
P7309,F186,440.86,Business,Economy,1,Mobile App,Middle,95,0
P7310,F759,312.17,Emergency,Economy,0,Desk,Middle,19,0
P7311,F463,247.25,Business,Premium Economy,1,Desk,Window,70,0
P7312,F1703,193.84,Business,Economy,1,Mobile App,Middle,56,0
P7313,F1498,351.22,Business,Premium Economy,0,Mobile App,Middle,89,0
P7314,F1100,462.47,Family,Business,3,Airport Kiosk,Aisle,51,0
P7315,F925,419.33,Family,Economy,0,Mobile App,Aisle,18,0
P7316,F313,436.46,Business,Economy,2,Desk,Middle,99,0
P7317,F1311,296.4,Family,Economy,2,Desk,Window,33,0
P7318,F724,351.93,Family,Economy,1,Desk,Window,6,0
P7319,F686,329.1,Leisure,Business,3,Online,Window,48,0
P7320,F148,427.56,Business,Economy,0,Airport Kiosk,Window,65,0
P7321,F1023,228.77,Business,Economy,0,Mobile App,Middle,102,0
P7322,F29,346.65,Leisure,Economy,2,Online,Window,19,0
P7323,F639,258.61,Family,Economy,2,Online,Middle,42,0
P7324,F1140,388.57,Business,Premium Economy,1,Online,Aisle,6,0
P7325,F1053,216.0,Emergency,Economy,1,Desk,Window,43,0
P7326,F1034,407.0,Emergency,Economy,0,Desk,Middle,98,0
P7327,F444,340.95,Leisure,Economy,1,Airport Kiosk,Window,83,0
P7328,F1135,236.0,Emergency,Economy,1,Mobile App,Window,22,0
P7329,F544,367.3,Emergency,Economy,1,Desk,Middle,53,0
P7330,F16,151.94,Emergency,Premium Economy,0,Desk,Aisle,24,0
P7331,F1321,243.37,Family,Economy,0,Online,Aisle,32,0
P7332,F965,461.54,Business,Business,1,Online,Middle,109,0
P7333,F742,232.68,Leisure,Economy,0,Desk,Aisle,53,0
P7334,F1656,472.87,Business,Business,1,Desk,Middle,60,0
P7335,F741,304.91,Business,Premium Economy,1,Desk,Aisle,101,0
P7336,F767,379.94,Emergency,Economy,1,Mobile App,Middle,56,0
P7337,F1384,442.28,Family,Economy,1,Online,Window,65,0
P7338,F1326,556.16,Leisure,Economy,0,Airport Kiosk,Middle,66,0
P7339,F1667,359.12,Family,Economy,0,Online,Middle,106,0
P7340,F1046,278.53,Emergency,Economy,1,Mobile App,Aisle,87,0
P7341,F1978,309.42,Leisure,Economy,0,Desk,Aisle,88,0
P7342,F1883,296.18,Leisure,Business,0,Online,Aisle,41,0
P7343,F1156,418.83,Business,Economy,1,Mobile App,Middle,72,1
P7344,F15,315.14,Family,First,0,Online,Aisle,50,0
P7345,F1953,296.67,Family,Premium Economy,0,Desk,Middle,94,0
P7346,F926,333.91,Leisure,Economy,2,Mobile App,Middle,60,0
P7347,F1000,452.2,Family,Business,0,Airport Kiosk,Middle,15,0
P7348,F1224,399.46,Business,Economy,0,Airport Kiosk,Aisle,78,0
P7349,F1162,347.17,Emergency,Economy,1,Airport Kiosk,Window,10,0
P7350,F1466,175.35,Family,Economy,1,Airport Kiosk,Aisle,111,0
P7351,F1659,348.18,Family,Premium Economy,1,Online,Window,54,1
P7352,F553,326.64,Family,Economy,0,Mobile App,Window,84,0
P7353,F1293,395.68,Leisure,Economy,2,Mobile App,Window,12,0
P7354,F686,457.08,Family,Premium Economy,2,Mobile App,Middle,115,0
P7355,F700,349.28,Emergency,Business,1,Mobile App,Window,66,0
P7356,F103,451.9,Emergency,Premium Economy,1,Airport Kiosk,Aisle,24,0
P7357,F718,530.0,Business,Economy,0,Mobile App,Aisle,88,0
P7358,F325,181.05,Leisure,Economy,2,Mobile App,Aisle,16,1
P7359,F189,178.19,Emergency,Economy,1,Airport Kiosk,Middle,50,0
P7360,F734,356.62,Emergency,Economy,0,Desk,Window,102,0
P7361,F1306,413.39,Family,Economy,0,Desk,Window,112,0
P7362,F416,483.28,Business,Economy,1,Online,Middle,92,0
P7363,F111,276.41,Family,Economy,1,Airport Kiosk,Window,85,0
P7364,F1114,441.4,Emergency,First,0,Desk,Middle,30,0
P7365,F812,328.02,Leisure,Business,1,Mobile App,Aisle,2,0
P7366,F239,257.81,Leisure,Premium Economy,2,Mobile App,Middle,36,0
P7367,F236,245.58,Business,Premium Economy,2,Online,Middle,87,0
P7368,F384,311.77,Leisure,Economy,0,Desk,Window,112,0
P7369,F769,265.64,Emergency,Business,1,Airport Kiosk,Middle,103,0
P7370,F459,425.03,Emergency,Economy,3,Mobile App,Window,2,0
P7371,F983,426.39,Emergency,First,0,Mobile App,Aisle,27,0
P7372,F385,286.68,Family,Economy,1,Online,Middle,62,0
P7373,F1348,385.22,Business,Economy,0,Desk,Middle,113,0
P7374,F1662,285.12,Leisure,Economy,3,Desk,Window,24,0
P7375,F1964,300.06,Family,Economy,2,Desk,Aisle,71,0
P7376,F1842,263.29,Emergency,Premium Economy,1,Mobile App,Aisle,101,0
P7377,F1487,385.68,Business,Premium Economy,1,Desk,Middle,91,0
P7378,F1827,295.88,Family,Economy,0,Online,Middle,102,0
P7379,F328,379.34,Emergency,Business,1,Airport Kiosk,Middle,96,0
P7380,F829,112.56,Emergency,Economy,0,Mobile App,Aisle,85,0
P7381,F107,500.45,Family,Premium Economy,1,Desk,Aisle,98,0
P7382,F913,358.82,Family,Premium Economy,1,Desk,Window,95,0
P7383,F1709,188.44,Business,Economy,2,Airport Kiosk,Middle,10,0
P7384,F452,293.5,Family,Premium Economy,0,Online,Aisle,97,0
P7385,F1228,285.07,Business,Business,2,Mobile App,Middle,9,0
P7386,F332,213.27,Family,Business,0,Desk,Middle,83,0
P7387,F1814,338.88,Family,Premium Economy,0,Desk,Window,8,1
P7388,F733,308.35,Emergency,Economy,1,Online,Window,72,0
P7389,F1287,387.51,Business,Premium Economy,1,Airport Kiosk,Aisle,61,1
P7390,F425,380.42,Emergency,Economy,0,Airport Kiosk,Middle,14,0
P7391,F1639,196.63,Business,Economy,1,Desk,Window,51,0
P7392,F232,390.36,Leisure,First,1,Mobile App,Aisle,77,0
P7393,F1360,334.48,Family,Economy,2,Desk,Aisle,55,0
P7394,F298,440.85,Family,Economy,0,Desk,Aisle,5,0
P7395,F1078,357.41,Business,Business,0,Desk,Window,14,0
P7396,F792,288.34,Business,Business,0,Online,Middle,103,0
P7397,F1699,246.02,Leisure,Economy,2,Desk,Aisle,72,0
P7398,F1674,393.69,Business,Premium Economy,0,Online,Window,16,0
P7399,F1365,268.96,Business,Economy,1,Online,Aisle,0,0
P7400,F900,343.15,Business,Economy,1,Airport Kiosk,Window,8,0
P7401,F535,456.55,Leisure,Economy,1,Airport Kiosk,Window,15,0
P7402,F119,304.3,Leisure,Economy,1,Mobile App,Aisle,33,0
P7403,F1685,198.2,Leisure,Economy,1,Desk,Window,64,0
P7404,F897,386.8,Family,Economy,0,Mobile App,Middle,3,0
P7405,F1143,232.02,Emergency,Economy,2,Mobile App,Middle,27,0
P7406,F1067,397.79,Emergency,Economy,0,Mobile App,Window,55,0
P7407,F413,356.98,Business,Economy,1,Online,Aisle,116,1
P7408,F938,476.2,Emergency,Premium Economy,1,Desk,Middle,23,0
P7409,F644,383.95,Family,First,2,Online,Middle,72,0
P7410,F1870,551.78,Emergency,Business,2,Mobile App,Aisle,4,0
P7411,F1323,256.94,Emergency,Economy,0,Mobile App,Middle,35,0
P7412,F722,328.77,Family,Economy,1,Airport Kiosk,Window,114,0
P7413,F1217,296.4,Leisure,Business,2,Mobile App,Aisle,45,0
P7414,F1931,322.01,Leisure,Economy,3,Online,Aisle,33,0
P7415,F1979,375.55,Leisure,Economy,0,Airport Kiosk,Middle,18,0
P7416,F1928,508.35,Emergency,Economy,0,Online,Window,106,0
P7417,F217,431.06,Family,Economy,1,Online,Middle,9,0
P7418,F1150,316.16,Emergency,Business,2,Online,Window,67,0
P7419,F1599,365.85,Family,Economy,1,Airport Kiosk,Window,1,0
P7420,F1152,438.43,Business,Business,2,Desk,Middle,106,0
P7421,F1037,372.09,Leisure,Economy,0,Desk,Middle,19,0
P7422,F227,327.19,Business,Economy,0,Airport Kiosk,Middle,64,0
P7423,F832,378.62,Business,Economy,1,Online,Middle,36,0
P7424,F1638,188.36,Emergency,Economy,2,Desk,Middle,103,0
P7425,F1842,450.16,Business,Economy,1,Desk,Window,40,0
P7426,F1712,332.91,Family,Economy,1,Airport Kiosk,Middle,64,0
P7427,F1608,358.62,Business,First,2,Desk,Window,117,0
P7428,F1918,393.57,Leisure,First,0,Desk,Window,28,0
P7429,F1538,228.74,Family,Economy,1,Desk,Window,3,0
P7430,F1755,447.0,Emergency,Business,0,Online,Window,8,1
P7431,F1045,478.73,Leisure,Economy,2,Mobile App,Window,17,0
P7432,F1132,401.99,Emergency,Business,0,Mobile App,Aisle,44,0
P7433,F892,466.93,Family,Economy,0,Online,Middle,51,0
P7434,F1404,371.92,Business,Economy,1,Desk,Window,51,0
P7435,F1150,328.74,Leisure,Economy,1,Airport Kiosk,Window,24,0
P7436,F1812,294.12,Family,Economy,0,Airport Kiosk,Middle,73,0
P7437,F468,391.29,Family,First,2,Mobile App,Aisle,114,0
P7438,F651,403.97,Family,Economy,2,Desk,Middle,59,0
P7439,F1911,334.66,Emergency,Economy,1,Airport Kiosk,Window,85,0
P7440,F1938,384.56,Business,Business,1,Online,Aisle,12,1
P7441,F964,249.51,Leisure,Economy,1,Airport Kiosk,Window,94,0
P7442,F1940,582.53,Emergency,Premium Economy,2,Desk,Aisle,119,0
P7443,F1942,367.51,Business,Economy,0,Airport Kiosk,Middle,97,0
P7444,F1527,243.78,Business,Premium Economy,0,Mobile App,Middle,35,0
P7445,F1278,312.69,Business,Economy,0,Online,Middle,103,0
P7446,F1478,398.16,Business,Economy,1,Online,Middle,61,0
P7447,F1527,412.3,Business,Economy,0,Mobile App,Aisle,39,0
P7448,F1200,350.66,Leisure,Premium Economy,0,Airport Kiosk,Aisle,30,0
P7449,F1538,385.27,Leisure,Economy,0,Mobile App,Middle,92,0
P7450,F1641,267.55,Family,Economy,1,Desk,Aisle,86,0
P7451,F81,223.59,Emergency,Economy,1,Airport Kiosk,Aisle,39,0
P7452,F704,230.58,Emergency,Economy,2,Desk,Window,42,0
P7453,F1533,386.17,Emergency,Premium Economy,0,Mobile App,Window,61,0
P7454,F1438,120.61,Business,Economy,1,Online,Aisle,69,0
P7455,F164,280.31,Family,Economy,0,Airport Kiosk,Middle,57,0
P7456,F772,273.35,Family,Economy,1,Airport Kiosk,Middle,22,0
P7457,F1820,260.73,Business,Premium Economy,1,Desk,Window,101,0
P7458,F1933,284.32,Family,Premium Economy,0,Online,Middle,67,0
P7459,F309,506.59,Emergency,Business,1,Mobile App,Middle,14,0
P7460,F613,360.28,Leisure,Economy,3,Online,Middle,95,0
P7461,F1900,345.29,Family,Economy,0,Mobile App,Aisle,89,0
P7462,F854,325.43,Leisure,Economy,1,Mobile App,Window,106,0
P7463,F1219,351.01,Family,Premium Economy,1,Desk,Aisle,35,0
P7464,F1650,148.55,Family,Economy,3,Desk,Window,77,0
P7465,F494,477.56,Leisure,Business,0,Online,Middle,20,1
P7466,F539,261.8,Family,Economy,2,Online,Aisle,69,0
P7467,F279,271.25,Business,Economy,2,Desk,Middle,5,0
P7468,F1816,446.8,Business,Economy,1,Online,Window,5,0
P7469,F1029,500.42,Leisure,Premium Economy,1,Online,Window,15,0
P7470,F1172,545.38,Emergency,Economy,3,Online,Aisle,35,0
P7471,F948,343.06,Family,Premium Economy,0,Online,Window,67,0
P7472,F1877,453.36,Family,Economy,1,Desk,Window,86,0
P7473,F36,345.29,Family,Economy,0,Online,Window,76,0
P7474,F1,379.66,Business,Premium Economy,1,Desk,Window,75,0
P7475,F1499,326.73,Business,Economy,1,Airport Kiosk,Aisle,118,0
P7476,F908,625.19,Family,Economy,0,Desk,Window,6,0
P7477,F346,306.52,Family,Economy,0,Online,Middle,58,0
P7478,F1269,283.96,Emergency,Economy,1,Airport Kiosk,Aisle,76,0
P7479,F726,486.47,Emergency,Premium Economy,0,Mobile App,Middle,81,0
P7480,F1017,387.49,Family,Economy,0,Online,Window,27,0
P7481,F841,314.43,Family,Economy,3,Airport Kiosk,Window,29,0
P7482,F1953,324.91,Family,Premium Economy,1,Airport Kiosk,Aisle,98,0
P7483,F1041,313.38,Business,Business,2,Desk,Middle,86,0
P7484,F1502,335.55,Leisure,Business,2,Airport Kiosk,Aisle,24,0
P7485,F1736,381.34,Family,Business,0,Desk,Middle,90,0
P7486,F215,314.4,Emergency,Economy,2,Mobile App,Window,29,0
P7487,F1958,365.54,Business,Business,1,Airport Kiosk,Window,112,0
P7488,F1336,500.25,Business,Economy,0,Mobile App,Middle,115,0
P7489,F211,281.16,Leisure,Economy,0,Airport Kiosk,Window,71,0
P7490,F1825,329.35,Family,Economy,1,Airport Kiosk,Aisle,57,0
P7491,F717,299.71,Family,Business,0,Mobile App,Aisle,60,1
P7492,F1885,404.35,Family,Business,0,Mobile App,Aisle,98,0
P7493,F139,278.24,Leisure,Premium Economy,0,Airport Kiosk,Middle,58,0
P7494,F1180,314.71,Emergency,Economy,1,Online,Aisle,4,0
P7495,F1315,227.08,Emergency,Economy,2,Desk,Aisle,116,0
P7496,F114,309.34,Business,Economy,0,Online,Aisle,39,0
P7497,F971,381.37,Family,Premium Economy,3,Airport Kiosk,Window,45,0
P7498,F13,326.68,Business,Economy,2,Mobile App,Middle,21,0
P7499,F659,373.94,Emergency,Economy,0,Online,Window,87,0
P7500,F401,190.63,Family,Business,3,Airport Kiosk,Aisle,56,0
P7501,F1553,128.81,Leisure,Economy,2,Desk,Aisle,6,0
P7502,F60,334.34,Business,Economy,2,Airport Kiosk,Middle,66,0
P7503,F1776,355.61,Business,Economy,1,Mobile App,Middle,1,0
P7504,F1382,454.98,Family,Economy,1,Desk,Aisle,37,0
P7505,F1997,216.51,Business,Premium Economy,1,Online,Aisle,100,0
P7506,F1060,458.42,Emergency,Economy,1,Airport Kiosk,Aisle,53,0
P7507,F1048,262.68,Business,Premium Economy,1,Airport Kiosk,Aisle,58,0
P7508,F1454,349.8,Emergency,Economy,1,Mobile App,Middle,4,0
P7509,F1222,262.07,Business,Premium Economy,0,Desk,Aisle,21,0
P7510,F1384,308.04,Business,Premium Economy,0,Online,Middle,3,0
P7511,F180,340.07,Business,Economy,1,Airport Kiosk,Middle,65,0
P7512,F1386,366.17,Family,Economy,1,Online,Aisle,37,0
P7513,F636,365.66,Family,Economy,0,Airport Kiosk,Middle,115,0
P7514,F1860,336.97,Business,Premium Economy,4,Online,Middle,46,0
P7515,F71,332.48,Business,Economy,0,Airport Kiosk,Aisle,98,0
P7516,F1050,350.09,Business,Economy,1,Mobile App,Aisle,76,0
P7517,F837,413.67,Family,Business,0,Online,Middle,36,0
P7518,F1951,329.89,Leisure,Economy,0,Online,Aisle,55,0
P7519,F97,486.93,Leisure,Premium Economy,2,Desk,Aisle,0,0
P7520,F1095,328.11,Business,Economy,0,Online,Middle,66,0
P7521,F1328,398.35,Emergency,Economy,3,Desk,Aisle,91,0
P7522,F480,222.96,Leisure,Economy,0,Airport Kiosk,Middle,42,0
P7523,F304,440.61,Business,Economy,1,Airport Kiosk,Aisle,110,0
P7524,F1729,272.26,Emergency,Economy,1,Online,Aisle,89,0
P7525,F1942,290.07,Leisure,Economy,0,Online,Window,118,1
P7526,F29,499.27,Business,Economy,0,Mobile App,Window,113,0
P7527,F1307,359.95,Family,Economy,2,Mobile App,Aisle,90,0
P7528,F32,406.05,Family,Economy,1,Desk,Middle,99,0
P7529,F1753,373.95,Family,Economy,2,Online,Middle,66,0
P7530,F1194,185.14,Business,Economy,2,Desk,Window,74,0
P7531,F931,160.57,Family,Economy,0,Online,Window,117,0
P7532,F1125,512.91,Leisure,Economy,0,Online,Aisle,100,0
P7533,F1985,263.42,Emergency,Premium Economy,0,Mobile App,Aisle,102,0
P7534,F1215,382.99,Emergency,Economy,2,Desk,Window,80,0
P7535,F192,354.8,Family,Premium Economy,0,Desk,Aisle,95,0
P7536,F583,500.92,Business,Business,0,Airport Kiosk,Aisle,84,0
P7537,F1808,384.28,Emergency,Economy,0,Online,Middle,76,0
P7538,F1243,251.43,Emergency,Economy,1,Online,Middle,115,0
P7539,F771,336.98,Leisure,Economy,1,Airport Kiosk,Middle,64,0
P7540,F756,385.85,Family,Economy,0,Desk,Middle,84,0
P7541,F1179,482.8,Emergency,Premium Economy,1,Mobile App,Middle,42,0
P7542,F663,369.24,Emergency,Economy,1,Airport Kiosk,Aisle,32,0
P7543,F491,315.88,Emergency,Economy,3,Online,Window,101,0
P7544,F1185,481.02,Business,Business,0,Airport Kiosk,Window,113,0
P7545,F1913,257.31,Business,Economy,1,Airport Kiosk,Aisle,111,0
P7546,F530,374.78,Business,Economy,2,Online,Window,38,0
P7547,F195,501.01,Business,Economy,0,Mobile App,Middle,35,0
P7548,F1789,120.25,Business,Premium Economy,2,Airport Kiosk,Middle,12,0
P7549,F683,124.5,Leisure,Economy,1,Mobile App,Middle,90,0
P7550,F1333,386.97,Emergency,Economy,1,Mobile App,Window,113,0
P7551,F3,430.74,Family,Economy,1,Mobile App,Window,0,0
P7552,F110,292.7,Business,First,2,Airport Kiosk,Aisle,25,0
P7553,F1577,377.09,Emergency,Economy,2,Airport Kiosk,Aisle,36,1
P7554,F998,302.0,Emergency,Economy,2,Online,Aisle,15,0
P7555,F1363,278.17,Leisure,Economy,0,Mobile App,Aisle,43,0
P7556,F1972,437.24,Leisure,Economy,0,Mobile App,Window,93,0
P7557,F1925,516.66,Family,Economy,2,Mobile App,Middle,38,0
P7558,F660,363.49,Business,Economy,1,Mobile App,Window,69,0
P7559,F1827,359.51,Business,Economy,0,Airport Kiosk,Window,5,0
P7560,F1848,437.24,Business,Premium Economy,0,Mobile App,Aisle,82,0
P7561,F252,187.76,Emergency,Business,1,Online,Window,87,0
P7562,F1940,423.17,Family,Economy,1,Desk,Aisle,46,0
P7563,F46,415.38,Emergency,Premium Economy,3,Online,Aisle,9,0
P7564,F1689,237.02,Emergency,Premium Economy,0,Online,Window,106,0
P7565,F852,289.16,Leisure,Economy,2,Mobile App,Aisle,5,0
P7566,F565,367.96,Leisure,Economy,1,Online,Aisle,76,0
P7567,F1979,395.59,Family,Economy,1,Desk,Window,99,1
P7568,F1692,472.05,Business,Premium Economy,0,Mobile App,Window,44,0
P7569,F1901,310.92,Leisure,Economy,0,Desk,Aisle,55,0
P7570,F1567,286.93,Business,Economy,1,Airport Kiosk,Window,37,0
P7571,F743,155.31,Leisure,Business,1,Mobile App,Window,89,0
P7572,F983,236.78,Leisure,Business,0,Airport Kiosk,Window,10,0
P7573,F1144,256.28,Emergency,Economy,0,Online,Aisle,47,0
P7574,F611,441.27,Business,Economy,2,Desk,Window,34,0
P7575,F1410,252.9,Leisure,Economy,0,Online,Aisle,17,0
P7576,F580,412.56,Emergency,Premium Economy,2,Desk,Window,16,0
P7577,F237,282.59,Business,Economy,1,Airport Kiosk,Aisle,35,0
P7578,F618,229.1,Emergency,Economy,2,Desk,Middle,92,0
P7579,F1335,350.23,Family,Premium Economy,0,Desk,Window,41,0
P7580,F699,283.4,Leisure,Economy,0,Airport Kiosk,Aisle,110,0
P7581,F291,279.6,Family,Economy,4,Desk,Window,102,0
P7582,F996,599.1,Business,Business,2,Online,Window,69,0
P7583,F1970,407.53,Business,Economy,4,Online,Middle,87,0
P7584,F1763,413.78,Leisure,Business,1,Mobile App,Aisle,20,0
P7585,F1888,316.88,Business,Premium Economy,0,Online,Window,83,0
P7586,F1825,177.41,Leisure,Premium Economy,1,Desk,Window,38,0
P7587,F563,231.1,Leisure,Economy,1,Online,Middle,46,0
P7588,F1261,349.38,Family,Premium Economy,1,Online,Aisle,31,0
P7589,F101,439.32,Business,Economy,1,Mobile App,Aisle,71,0
P7590,F1675,374.39,Business,Business,2,Airport Kiosk,Aisle,28,0
P7591,F211,283.76,Emergency,Premium Economy,0,Online,Window,38,0
P7592,F1433,243.38,Family,Premium Economy,0,Desk,Middle,11,0
P7593,F1014,376.0,Leisure,Economy,2,Online,Middle,111,0
P7594,F205,270.56,Emergency,Economy,0,Online,Window,45,0
P7595,F522,503.66,Business,Economy,1,Airport Kiosk,Aisle,41,0
P7596,F743,278.47,Business,Premium Economy,0,Mobile App,Aisle,104,1
P7597,F1506,366.2,Business,Economy,1,Mobile App,Window,39,0
P7598,F927,195.46,Family,Economy,1,Mobile App,Window,29,0
P7599,F496,321.83,Emergency,Economy,1,Airport Kiosk,Window,24,0
P7600,F815,296.17,Leisure,Business,3,Mobile App,Aisle,53,0
P7601,F359,272.5,Family,Premium Economy,0,Mobile App,Aisle,55,0
P7602,F1420,517.74,Leisure,Economy,2,Online,Middle,89,0
P7603,F738,367.08,Emergency,Economy,1,Online,Middle,31,0
P7604,F1811,207.41,Family,Business,1,Airport Kiosk,Middle,105,0
P7605,F1931,457.43,Leisure,Economy,2,Airport Kiosk,Aisle,73,0
P7606,F128,396.17,Emergency,Business,0,Desk,Aisle,93,0
P7607,F27,388.36,Family,Economy,0,Mobile App,Aisle,25,0
P7608,F1964,288.74,Leisure,Premium Economy,2,Airport Kiosk,Aisle,51,0
P7609,F760,97.21,Business,Business,0,Mobile App,Window,21,0
P7610,F257,416.35,Emergency,Economy,0,Mobile App,Middle,44,0
P7611,F1643,262.05,Business,Economy,0,Desk,Middle,50,0
P7612,F1837,262.32,Leisure,Economy,0,Desk,Window,109,0
P7613,F1973,232.46,Family,Business,0,Airport Kiosk,Window,3,0
P7614,F565,279.25,Leisure,Business,2,Online,Aisle,0,0
P7615,F249,312.0,Leisure,Premium Economy,0,Online,Aisle,83,0
P7616,F1560,338.31,Business,Economy,0,Online,Aisle,99,0
P7617,F880,585.74,Family,Economy,0,Mobile App,Middle,32,1
P7618,F240,469.63,Leisure,Economy,0,Mobile App,Middle,84,0
P7619,F1869,513.92,Emergency,Economy,1,Online,Aisle,89,0
P7620,F716,254.5,Leisure,Economy,1,Desk,Middle,75,0
P7621,F26,305.56,Emergency,Economy,1,Desk,Window,57,0
P7622,F833,391.89,Leisure,Economy,0,Airport Kiosk,Window,43,0
P7623,F1957,514.51,Emergency,Business,1,Online,Middle,87,0
P7624,F843,409.99,Leisure,Business,3,Airport Kiosk,Middle,25,0
P7625,F1723,342.94,Family,Economy,0,Online,Middle,2,0
P7626,F1062,238.9,Emergency,First,1,Airport Kiosk,Window,28,0
P7627,F1969,479.44,Leisure,Economy,0,Airport Kiosk,Window,27,0
P7628,F269,464.42,Emergency,Premium Economy,2,Desk,Middle,34,0
P7629,F1888,249.92,Business,Premium Economy,0,Online,Middle,44,0
P7630,F1012,411.17,Family,Economy,0,Airport Kiosk,Window,45,0
P7631,F129,316.4,Leisure,Premium Economy,1,Desk,Middle,91,0
P7632,F44,425.46,Leisure,Economy,3,Online,Window,96,0
P7633,F571,272.07,Business,Economy,0,Online,Middle,89,0
P7634,F794,260.98,Family,Economy,2,Desk,Middle,28,0
P7635,F571,300.93,Leisure,Economy,1,Mobile App,Aisle,2,0
P7636,F351,149.58,Business,Premium Economy,0,Desk,Aisle,68,1
P7637,F750,459.85,Business,Economy,3,Mobile App,Window,75,0
P7638,F1389,180.05,Emergency,Economy,0,Desk,Window,31,0
P7639,F569,514.23,Family,Premium Economy,1,Mobile App,Window,26,0
P7640,F600,337.5,Leisure,Economy,1,Desk,Aisle,119,0
P7641,F1595,339.32,Emergency,Economy,1,Airport Kiosk,Middle,115,0
P7642,F534,405.05,Emergency,Economy,2,Mobile App,Aisle,85,0
P7643,F797,353.66,Emergency,Premium Economy,1,Desk,Aisle,57,0
P7644,F57,269.91,Emergency,Economy,2,Online,Aisle,46,0
P7645,F1994,301.37,Family,First,1,Online,Aisle,101,0
P7646,F620,254.62,Family,Premium Economy,1,Airport Kiosk,Middle,22,0
P7647,F1190,363.92,Leisure,Economy,0,Airport Kiosk,Window,25,0
P7648,F604,402.44,Business,Premium Economy,1,Desk,Middle,5,1
P7649,F384,399.55,Family,Economy,1,Airport Kiosk,Window,11,0
P7650,F606,251.97,Leisure,Premium Economy,0,Airport Kiosk,Window,98,0
P7651,F142,298.03,Business,Economy,1,Online,Aisle,38,1
P7652,F1362,286.19,Family,Economy,0,Mobile App,Middle,62,0
P7653,F1541,170.12,Leisure,Premium Economy,1,Desk,Window,41,0
P7654,F354,308.83,Family,Premium Economy,1,Mobile App,Window,93,0
P7655,F776,318.44,Family,Premium Economy,4,Desk,Aisle,113,0
P7656,F824,346.72,Business,Economy,3,Desk,Window,18,0
P7657,F271,339.16,Business,Economy,0,Desk,Aisle,35,0
P7658,F188,370.76,Emergency,Economy,1,Mobile App,Middle,88,0
P7659,F1656,310.85,Business,Business,1,Online,Window,69,0
P7660,F122,323.55,Emergency,Economy,2,Mobile App,Window,118,1
P7661,F1904,396.38,Leisure,Economy,0,Mobile App,Aisle,32,0
P7662,F1362,279.36,Emergency,Economy,1,Mobile App,Window,78,0
P7663,F664,464.37,Emergency,Economy,1,Online,Window,3,0
P7664,F1937,238.08,Family,Economy,2,Desk,Aisle,41,0
P7665,F136,266.18,Emergency,Business,3,Airport Kiosk,Middle,50,0
P7666,F1211,261.86,Business,Premium Economy,1,Online,Window,105,0
P7667,F1695,420.54,Business,Economy,2,Online,Aisle,21,0
P7668,F1547,466.66,Leisure,Economy,0,Mobile App,Window,59,1
P7669,F179,470.67,Emergency,Business,4,Desk,Aisle,117,0
P7670,F950,397.25,Leisure,Economy,0,Airport Kiosk,Middle,116,0
P7671,F1851,388.19,Emergency,Economy,2,Mobile App,Aisle,98,0
P7672,F1900,272.19,Family,Business,2,Airport Kiosk,Aisle,102,0
P7673,F975,234.21,Business,Business,0,Airport Kiosk,Window,93,0
P7674,F1141,293.75,Emergency,Premium Economy,0,Airport Kiosk,Middle,94,0
P7675,F1082,351.87,Leisure,Premium Economy,3,Airport Kiosk,Middle,41,0
P7676,F1747,417.62,Business,Economy,2,Mobile App,Middle,80,0
P7677,F1899,462.04,Emergency,Economy,2,Online,Window,63,0
P7678,F1769,392.72,Family,Economy,0,Airport Kiosk,Middle,118,0
P7679,F820,322.17,Emergency,Economy,0,Online,Middle,39,0
P7680,F1760,310.93,Business,Premium Economy,2,Mobile App,Aisle,100,0
P7681,F1107,346.73,Leisure,Economy,2,Desk,Aisle,27,0
P7682,F213,396.9,Business,Economy,3,Mobile App,Middle,91,0
P7683,F85,352.05,Emergency,First,1,Airport Kiosk,Window,37,0
P7684,F544,26.91,Leisure,Economy,0,Online,Aisle,35,0
P7685,F630,404.72,Business,Economy,1,Online,Window,118,0
P7686,F1725,249.15,Emergency,Premium Economy,0,Mobile App,Window,113,0
P7687,F1169,436.86,Leisure,Economy,0,Desk,Aisle,57,0
P7688,F1755,349.96,Business,Premium Economy,0,Online,Aisle,82,0
P7689,F1449,581.85,Emergency,Economy,3,Mobile App,Middle,28,0
P7690,F11,352.6,Emergency,First,2,Desk,Window,27,0
P7691,F161,519.14,Leisure,Premium Economy,2,Desk,Window,8,0
P7692,F1651,276.8,Family,Economy,1,Desk,Window,6,0
P7693,F1893,428.48,Emergency,Economy,3,Desk,Aisle,97,1
P7694,F1515,503.81,Family,Premium Economy,1,Airport Kiosk,Window,40,0
P7695,F886,303.08,Business,Premium Economy,0,Airport Kiosk,Aisle,90,0
